Id,Price,Type,Region,Total Area,Bathrooms,Bedrooms,Vacancies,dist_subway,dist_bus,dist_school,ncult,food,crime%,latitude,longitude,sala,suíte,mobiliado,piscina,churrasqueira,salão,varanda,academia,duplex,quintal,armário,reformado,sobrado,condicionado,condominio,escritorio
2514884890,3500,house,zona sul,141,3,3,2,0.0,21.0,232.0,2.0,11.0,0.3474185990143007,-23.626801699999998,-46.6881279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515618604,3800,apartament,zona oeste,66,2,2,1,977.0,13.0,169.0,15.0,25.0,0.4847701381594894,-23.5317288,-46.6742396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503802242,1150,house,zona norte,30,1,1,0,2476.0,50.0,383.0,0.0,26.0,0.08079502302658156,-23.4987848,-46.588179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513716989,1800,apartament,zona oeste,45,1,1,1,403.0,161.0,245.0,31.0,104.0,0.6463601842126525,-23.5675843,-46.6900185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514717314,1700,house,zona oeste,100,2,3,2,4245.0,176.0,81.0,2.0,2.0,0.47669063585683125,-23.5530741,-46.7447239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514792397,2500,apartament,zona sul,49,2,1,1,955.0,113.0,376.0,6.0,5.0,0.4524521289488567,-23.6193111,-46.6927251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514230893,2600,apartament,zona oeste,75,1,2,0,376.0,2.0,64.0,58.0,141.0,0.5736446634887291,-23.5640928,-46.6926408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511998421,2329,apartament,centro,17,1,1,0,46.0,35.0,488.0,61.0,204.0,2.4965662115213703,-23.557818,-46.660537299999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515317399,1600,house,centro,60,1,2,0,633.0,178.0,351.0,5.0,40.0,0.6867576957259433,-23.565801500000003,-46.634465500000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513628835,3000,house,zona oeste,100,2,3,2,5154.0,130.0,149.0,1.0,5.0,0.08887452532923971,-23.5236435,-46.735099600000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514506989,5500,house,zona oeste,162,4,3,2,1025.0,90.0,238.0,16.0,25.0,0.4847701381594894,-23.5329055,-46.673445,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2513417395,5000,house,centro,100,2,2,1,1087.0,53.0,249.0,20.0,17.0,0.4039751151329078,-23.544331399999997,-46.6616955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515187272,4000,apartament,zona oeste,70,1,2,1,1283.0,29.0,46.0,6.0,31.0,0.3474185990143007,-23.5338074,-46.676204999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514523599,1900,house,zona leste,100,2,2,2,15718.0,143.0,140.0,3.0,0.0,0.09695402763189788,-23.4074078,-46.752204299999995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2513487373,1000,apartament,zona norte,33,1,1,0,2981.0,105.0,155.0,0.0,24.0,0.04847701381594894,-23.4912022,-46.5766581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515617605,3400,house,zona sul,80,2,2,2,754.0,134.0,480.0,0.0,10.0,0.39589561283024965,-23.612584,-46.630867200000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515443794,2350,house,zona leste,250,2,3,4,1097.0,71.0,240.0,11.0,1.0,0.19390805526379576,-23.523683,-46.5437815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515300586,4800,apartament,zona oeste,70,2,2,1,1283.0,29.0,46.0,6.0,31.0,0.3474185990143007,-23.5338074,-46.676204999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515628858,4000,house,zona oeste,120,2,2,2,1207.0,156.0,155.0,7.0,17.0,0.35549810131695886,-23.539926,-46.6792377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514105885,2000,apartament,zona leste,65,2,2,2,12.0,8.0,210.0,2.0,13.0,0.3474185990143007,-23.5454214,-46.6165118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513330694,2200,apartament,zona oeste,62,2,3,1,3082.0,80.0,519.0,9.0,12.0,0.5736446634887291,-23.521575600000002,-46.7043491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515001179,1950,apartament,zona sul,39,1,1,1,547.0,123.0,186.0,0.0,19.0,0.3716571059222752,-23.615177950000003,-46.643393343146286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514278278,1200,apartament,zona leste,53,1,2,1,5935.0,357.0,469.0,0.0,0.0,0.0,-23.712527800000004,-46.7687195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514764129,3700,apartament,zona sul,96,3,2,2,526.0,212.0,133.0,11.0,31.0,0.29086208289569365,-23.603166199999997,-46.6672515,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515144518,3099,apartament,zona oeste,60,2,2,2,2520.0,56.0,247.0,10.0,9.0,0.258544073685061,-23.5239201,-46.6932404,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2515489808,1600,house,centro,66,1,2,0,633.0,178.0,351.0,5.0,40.0,0.6867576957259433,-23.565801500000003,-46.634465500000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503657038,4500,house,centro,250,2,3,1,1088.0,160.0,68.0,5.0,27.0,0.29086208289569365,-23.5723517,-46.6300881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515295600,3000,apartament,centro,50,2,2,1,292.0,181.0,180.0,47.0,50.0,0.8483477417791064,-23.5606586,-46.6413602,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2507277789,4100,house,centro,160,2,3,1,1346.0,72.0,137.0,5.0,20.0,0.2989415851983518,-23.5671021,-46.6268011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2515551273,2300,apartament,zona sul,50,2,1,1,1896.0,122.0,253.0,14.0,24.0,0.4847701381594894,-23.596164899999998,-46.6797922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515465401,2660,apartament,zona norte,92,3,3,3,1939.0,166.0,276.0,1.0,0.0,0.12119253453987235,-23.477646300000004,-46.6291762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512708644,4000,apartament,zona sul,50,1,1,1,596.0,57.0,35.0,3.0,19.0,0.1696695483558213,-23.601245000000002,-46.6568843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514379086,3900,house,zona norte,230,2,3,3,3622.0,156.0,226.0,0.0,1.0,0.02423850690797447,-23.492908399999997,-46.6664323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513011302,1000,house,centro,25,1,1,0,851.0,109.0,244.0,1.0,29.0,0.4201341197382241,-23.566703500000006,-46.63180928373991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511809085,3200,house,centro,278,4,4,3,1346.0,72.0,137.0,5.0,20.0,0.2989415851983518,-23.5671021,-46.6268011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2489469146,900,apartament,centro,30,1,1,0,400.0,117.0,333.0,90.0,135.0,2.9894158519835177,-23.544719100000002,-46.6465326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515179864,1960,house,zona sul,63,2,2,2,1963.0,82.0,306.0,0.0,0.0,0.1292720368425305,-23.665305399999998,-46.6944574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510539881,3000,apartament,centro,62,2,2,2,99.0,72.0,342.0,50.0,107.0,1.5108669305970752,-23.5668888,-46.64859129999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
