pt_nome,pt_enderec,longitude,latitude
"R. PST. RUBENS LOPES , 191",PROFESSOR QUINTINO MINGOIA/ R DESEMBARGADOR OLAVO FERREIRA PRADO,-46.65324852587652,-23.67540399117612
"AV. ANTENOR NAVARRO , 1305",,-46.56714448907344,-23.48130282751553
"AV. DA. BELMIRA MARIN , 646",DOMENICO CIMAROSA/ R PROFESSOR OSCAR BARRETO FILHO,-46.69446461575173,-23.736557191731638
"AV. ROSÁLIA IANNINI CONDE , 272",JOSE ANTUNES CERDEIRA/ R ROSALIA GRISI SANDOVAL,-46.68945760895704,-23.73863717910937
"AL. STO. AMARO , 88",UA PAULO EIRÓ,-46.70714778885785,-23.654533072073
"R. FREI ANTÔNIO FAGGIANO , 27",PROFESSORA LUCILA CERQUEIRA/ R LUIS MATEUS,-46.42623629561646,-23.55044147015525
"R. STA. EUDÓXIA , 405",FRANCISCO DIOGO/ R JOSE RANGEL CAMARGO,-46.65399635201536,-23.499711689448013
"TERM. METRÔ ITAQUERA PL. B , 0",,-46.470729700761616,-23.542362253983608
"AV. PE. ANTÔNIO JOSÉ DOS SANTOS , 1099",GUARANIUVA,-46.68827937189466,-23.609380896824746
"AV. RIO PARIS , 51",AV DOM AZEVEDO COUTINHO/ AV CARNEIRO RIBEIRO,-46.52371629113148,-23.567515107622647
"TERM. METRÔ TUCURUVI 2 , 0",,-46.60257280978644,-23.47995272756061
"AV. ELISEU DE ALMEIDA , 1408",DEPUTADO BADY BASSIT/ R ENGENHEIRO ELIAS MACHADO DE ALMEIDA,-46.72387943210699,-23.581073883568845
"AV. PIRES DO RIO , 720",MARIA DE LOURDES VESSONI/ R JOAO CANDIDO VIEIRA,-46.443078381971816,-23.50282330530425
"R. CDE. MOREIRA LIMA , 569",PADRE GABRIEL GONCALVES/ R ADELINO FONTOURA,-46.66143550180245,-23.660371943351468
"R. TEMPLÁRIOS , 686",,-46.558744684597066,-23.56475702151639
"R. JOÃO HENRIQUE DA SILVA , 391",,-46.76578617021502,-23.48212841465385
"AV. SEN. TEOTÔNIO VILELA , 5508",CARTA MAGNA/ AV CARLOS OBERHUBER,-46.70687776314666,-23.742422243916913
"R. ERNANI FORNARI , 25",ASTOLFO MARQUES/ R JANUARIO DA COSTA,-46.496435998286024,-23.575183192833656
"R. GIOVANNI NASCO , 620",UA ORESTE DAMOLIN,-46.50024908414964,-23.603676221813593
"LAT. DA PONTE DO MORUMBI , 0",736G-10 TS - AV DAS NACOES UNIDAS/ AV DOUTOR CHUCRI ZAIDAN,-46.69950650707,-23.618608947896824
"R. CB. DAS TORMENTAS , 80",INES DE SOUZA/ R FRANCISCO DE GOES ARAUJO,-46.39598698474822,-23.53031956763328
"R. DOS CÂNTAROS , 0",AV CORONEL SEZEFREDO FAGUNDES,-46.57848538088946,-23.39884249090764
"ESTR. DA COLÔNIA , 666",WENCESLAU CHRISTE/ R QUINZE,-46.72475290792592,-23.828923438393012
"R. GABRIEL FAURÉ , 164",NOVA DO TUPAROQUERA/ R PIETRO CASELLA,-46.73687000482434,-23.659924204698328
"AV. AFRÂNIO PEIXOTO , 154",VALDOMIRO GUILHERME DE CAMPOS/ R ALVARENGA,-46.711462249360636,-23.56608481924944
"AV. DR. EDUARDO COTCHING , 2130",PC SKAL/ AV DOUTOR EDUARDO COTCHING,-46.542961512267034,-23.56737806254561
"R. FELIPE CARDOSO DE CAMPOS , 180",AXIBI/ R SEM NOME,-46.75431068905422,-23.39857578554825
"TERM. VILA CARRÃO , 0",EVANGELINA DE ASSIS/ AV DEZENOVE DE JANEIRO,-46.523032260671776,-23.55828209396439
"AV. ELÍSIO TEIXEIRA LEITE , 1802",JOSE DE SA ACCIOLY/ R VERISSIMO CARDOSO,-46.70329267483925,-23.47908449147439
"AV. JOÃO XXIII , 637",DOM JOSE/ AV ANTONIO MANOGRASSO,-46.53478743318974,-23.57271309038679
"R. JOSÉ JOAQUIM GONÇALVES , 299",JOSE HAMILTON DA SILVA/ AV CANDIDO JOSE XAVIER,-46.75393912058974,-23.661899280649966
"ESTR. ENG. MARSILAC , 0",EST PONTE SECA/ EST DA LAGOA,-46.72678628463956,-23.89960241939508
"AV. NSA. SRA. DO SABARÁ , 409",DOUTOR ARMANDO DA SILVA PRADO/ R AGUA DOS PATOS,-46.69552675661063,-23.660508043391825
"TERM. GRAJAÚ , 0",ALEXANDER BORODIN/ R FRANCESCO GEMINIANI,-46.69793864774399,-23.737421205022866
"R. NÚCLEO BANDEIRANTE , 85",JAPERICA/ AV SAPUCAIA DO SUL,-46.71704774820843,-23.471585419022425
"AV. PE. FRANCISCO DE TOLEDO , 0",PADRE JOAO DE SALES/ R PADRE JOSE DE CASTILHO,-46.485025841062004,-23.546150196074656
"R. PE. ESTEVÃO PERNET , 284",ua Fernandes Pinheiro,-46.57218475191181,-23.54301895408377
"AV. HEBE CAMARGO , 0",,-46.72167664928147,-23.618080004856342
"AV. ARESTÓTELES COSTA PINTO , 501",GUILHERME GOMES LUND/ R GILBERTO OLIMPIO MARIA,-46.68382949949437,-23.732347147406344
"R. JOSÉ DOS REIS , 102",ua Pires Pimentel,-46.58399407047022,-23.587215000257093
"R. DA COROA , 1425",JOSE HENRIQUE/ R DANIEL VENTURA,-46.61441207771412,-23.51869681526025
"R. LITUÂNIA , 249",DOUTOR FRANCISCO EUGENIO/ R PASCOAL MOREIRA,-46.59011103552732,-23.563093946094433
"AV. DEZENOVE DE JANEIRO , 322",UA MONGUBA/ RUA PEDRO VOSS,-46.526428291748346,-23.55552008145805
"ESTR. COMODORO , 0",ORQUIDEAS/ R ANTONIO QUERUBIM,-46.80135437896672,-23.744214557599665
"R. HARMONIA , 857",RODESIA,-46.6912230060363,-23.551241762564818
"R. PARNAÍBA PAULIELLO , 217",ALEXANDRE MARTINS RODRIGUES/ R GERALDO SALINI ROMEO,-46.65132327468822,-23.647655945510078
"AV. JABAQUARA , 2371",PANAMERICANA/ R PROFESSOR APRIGIO GONZAGA,-46.64081399110879,-23.625249932667607
"AV. AFONSO DE SAMPAIO E SOUSA , 598",OSVALDO PUCCI/ R VENANCIO LISBOA,-46.46878472304503,-23.56744330676126
"AV. LEÃO MACHADO , 0",PC   WILLIAM KALIL,-46.75636346622979,-23.54833178585147
"AV. DA LIBERDADE , 533",,-46.63671553136601,-23.557327829109624
"R. JOSÉ MARIA PINTO ZILLI , 523",ANTONIO GARCIA MOYA,-46.74686182420254,-23.619651077883592
"AV. MÁRIO ALVES , 137",VEL OITO/ R TINGARANA,-46.46779760555459,-23.50033919255085
"AV. GEN. ATALIBA LEONEL , 2363",TEN. AGENOR SOARES/ R LUCAS FREITAS DE AZEVEDO,-46.61100293239934,-23.494969769025307
"R. MORRO DA CAPOABA , 152",AV IPE ROXO/ R PIACATUBA,-46.40060799615139,-23.506672499628984
"R. RAUL SEIXAS , 1",UA CARIBE,-46.39621302927205,-23.562462630815602
"AV. DAS NAÇÕES UNIDAS , 0",UA JOEL CALOS BORGES E RUA GUILHERME BARBOSA DE MELO,-46.6965383972049,-23.604849904591077
"R. DR. ASSIS RIBEIRO , 3300",dos Professores,-46.5226561140551,-23.49962699613547
"R. LEONOR MONTEIRO DA SILVA , 65",BARAO ANIBAL PEPI/ R DOUTOR FRANCISCO MESQUITA,-46.58746512304167,-23.589576996152896
"ESTR. DA RIVIERA , 4742",ua Azênio de Azevedo Chaves -- Hospital Irmãs Hospitaleiras,-46.742708540111906,-23.70507430989744
"R. ÁLVARES FAGUNDES , 371",TR BERNARDINO DE CAMPOS/ R DOUTOR MARIO DE CAMPOS,-46.6476973592312,-23.66813998771393
"AV. DO ORATÓRIO , 2022",DOUTOR ARNALDO BARBOSA/ R PROFESSOR MAXIMO DE MOURA SANTOS,-46.54985967112231,-23.591633086503357
"PÇA. PE. ALEIXO MONTEIRO MAFRA , 135",SALVADOR DE MEDEIROS/ AV SAO MIGUEL,-46.44525839384448,-23.491176271973117
"AV. PRES. ALTINO , 1324",ALARICO FRANCO CAIUBI/ R. BARCELONA,-46.75157940893039,-23.54461976751059
"TERM. STO. AMARO , 0",,-46.7109028098339,-23.654198085212183
"R. PALMEIRA DE VINHO , 315",VEL PARTICULAR RIACHAO DAS NEVES/ R BOLEADEIRAS,-46.51294827145873,-23.616413212687544
"AV. JAIME TORRES , 37",ANDRE NATALE/ R PINHEIRO DE ULHOA CINTRA,-46.507983013057355,-23.518566063152786
"AV. OTAVIANO ALVES DE LIMA , 2596",MTO.  GABRIEL MIGLIORI,-46.681083658724496,-23.510777670476426
"R. IRMÃ EMERENCIANA , 800",,-46.58075756778288,-23.46362072509906
"AV. OSWALDO ARANHA , 79",D.  MACARIO,-46.61008252475812,-23.614056984497036
"AV. EDGARD RUZZANT , 692",BASILIO ALVES MORANGO/ VP ARIADNA,-46.574665560830155,-23.482431811531445
"R. DO TANCÃO , 10",TRAVESSA IGARAPÉ PRIMAVERA/RUA FERNANDO ALBUQUERQUE,-46.578957514473814,-23.44916667677111
"R. ENG. PRUDENTE , 407",DOUTOR JOSE MARIA AZEVEDO/ R GASPAR FERNANDES,-46.614987375413655,-23.573834906654486
"R. MQ. DE LAGES , 1641",MAX BERG/ AV CORONEL JOSE PIRES DE ANDRADE,-46.603300496765726,-23.626202019958672
"AV. GERÔNIMO BARBOSA DA SILVA , 1101",PAULO DE MIRANDA/ R SALVADOR DA SILVA,-46.40278303310581,-23.519212515031107
"R. GIUSEPE CRESPI , 103",FRANCESCO CASTELLI,-46.595560470235185,-23.64254806434852
"AV. PIRES DO RIO , 2995",ORLANDO FRATUCELLI/ R IBA GUACU,-46.444280418434964,-23.51956833115685
"R. PASCOAL DA COSTA , 4",JOSE GARCIA RODRIGUES,-46.69335368333106,-23.499862632347327
"R. LUÍS ANTÔNIO VERNEY , 311",ANTONIO DE SENA/ R NOVA DO TUPAROQUERA,-46.742161057553204,-23.663307239005388
"AV. PRES. CASTELO BRANCO , 3700",AZURITA/ R JOSE JOAQUIM MOREDO,-46.618204121261044,-23.51973780826227
"R. FRANCISCO GUIMARÃES MORAES , 21",COLONIA NOVA/ EST DO M BOI MIRIM,-46.77371753449611,-23.68885940867457
"TERM. METRÔ ANA ROSA , 0",,-46.6386767026756,-23.58210486609311
"AV. JABAQUARA , 2856",AV ITACIRA/ AV INDIANOPOLIS,-46.64418605311284,-23.62801692953714
"R. MARIA BAUMANN MENDONCA , 913",UA MARCELINO DA SILVA,-46.443321430373246,-23.533344360951318
"AV. VER. JOÃO DE LUCA , 946",SALVADOR IACONA/ R NAZARE REZEK FARAH,-46.669348542980536,-23.6526199267083
"AV. PAULO GUILGUER REIMBERG , 4447",ESTR. DO PORTO - SENTIDO C/B,-46.689940208886796,-23.789170280724782
"AV. ARICANDUVA , 2880",ASTARTE/ R ASTARTE,-46.5252222633924,-23.54958607443489
"AV. STA. MÔNICA , 21",RIBEIRAO VERMELHO / R ROSE MARI,-46.74917404228128,-23.48220844062619
"R. NÉLIO FACHADA DE PAIVA , 52",JOAQUIM AFONSO DE SOUZA/ PC SANTISSIMA TRINDADE,-46.66411239532432,-23.48595559447731
"TERM. PARQUE DOM PEDRO II - PLAT 03 , 0",AV DO ESTADO/ VDTO ANTONIO NAKASHIMA - (PMV - 22),-46.63024940144857,-23.54735782719114
"AV. PROF. ALMEIDA PRADO , 0",AV PROFESSOR MELLO DE MORAIS/ PC RAMOS DE AZEVEDO,-46.73377734578202,-23.555782803213678
"AV. PIRES DO RIO , 2801",SUZANA DE MELO / R RIO PARANA - COLÉGIO PASCHOAL DANTAS,-46.44402341889106,-23.521442335773525
"AV. DAS CEREJEIRAS , 2462",PC NAKADARI/ AV DAS CEREJEIRAS,-46.572898590863794,-23.50075488119264
"AV. JÚLIO BUONO , 2602",GERTRUDES/ R PEDRO DA CRUZ,-46.585473653462635,-23.47996777352821
"R. SALVADOR FERNANDES CÁRDIA , 192",AV OLIVEIRA FREIRE/ R DOUTOR JOSE DE PORCIUNCULA,-46.420458169497,-23.48353136622552
"R. DR. ASSIS RIBEIRO , 2160",ILHA DA FIGUEIRA/ R SARTORIO,-46.53300621584332,-23.501394975549765
"AV. DR. KENKITI SHIMOMOTO , 21",CANDIDO FONTOURA,-46.79467193564293,-23.582651998574953
"R. TREVO DE SANTA MARIA , 230",RAINHA DA NOITE/ R MARIO DE SALLES OLIVEIRA MALTA,-46.46230258367978,-23.518368249032672
"AV. DOS METALÚRGICOS , 0",CARLOS ESCOBAR/ R DONA ELOA DO VALLE QUADRO,-46.40957618855814,-23.5865156160187
"AV. SAPOPEMBA (ESTR. DO RIO CLARO) , 0",EST TERCEIRA DIVISAO/ R DA SERVIDAO,-46.43397147507885,-23.622961569272253
"R. PROJETADA 5 , 35",UA DAS ESTRELAS,-46.456230671375245,-23.61046044086085
"R. JOSÉ ANTÔNIO VALADARES , 1009",UA FRANCISCO DA SILVEIRA,-46.59437448387871,-23.6490080775522
"R. DOMINGOS SCARPEL , 120",Próximo a Pça. Cel. Saturnino de Carvalho,-46.47778068561161,-23.489264124428395
"AV. INÁCIO DIAS DA SILVA , 12",Esquina com a Estrada do M'Boi Mirim,-46.74293815021509,-23.67247726473332
"R. DAISY BÁRBARA DA SILVA , 98",DAS PEDRAS/ AV ELISIO TEIXEIRA LEITE,-46.71456768084745,-23.46031434910785
"R. INÁCIO MONTEIRO , 700",UA DR.  GUILHERME DE ABREU SODRE,-46.40912215357933,-23.56416757480051
"AV. DO RIO BONITO , 150",AV ROBERT KENNEDY/ AV JUAN ESPER,-46.71199001323463,-23.676666145295137
"AV. ÁLVARO RAMOS , 1206",VILA GONCALVES/ R TOBIAS BARRETO,-46.58402889669775,-23.547032933334087
"AV. DAS ALAMANDAS , 544",AV ANDRE CAVALCANTI/ R EIRA,-46.46699364766221,-23.53110825089391
"AV. CACHOEIRA DO CAMPO GRANDE , 0",TR JEAN BARRIERE/ TR AUGUSTO FREDERICO SCHMIDT,-46.39466304202354,-23.583336679441594
"AV. RAIMUNDO PEREIRA DE MAGALHÃES , 12242",AV NELSON PALMA TRAVASSOS/ EST DE TAIPAS,-46.7211056287661,-23.43714917748056
"R. VERGUEIRO , 5452",SATURINO DOS SANTOS,-46.61958554348558,-23.59484893101293
"AV. ALBERTO BYINGTON , 1992",PC MARIA MONTESSORI/ R SEM NOME,-46.587657732723436,-23.50130484776337
"R. MAZAGÃO , 38",UA MAZAGÃO,-46.497039943218525,-23.540033131675173
"AV. PAES DE BARROS , 2621",JUVENTUS/ R CORONEL JOVINIANO BRANDAO,-46.5877170559925,-23.57381496946312
"AV. RAIMUNDO PEREIRA DE MAGALHÃES , 8342",TRINTA E OITO (V. MIRANTE-PIR)/ R MARILAC,-46.72129774363688,-23.463126353725425
"R. JORGE MARACCINI PONFILHO , 0",FRANCESCO DUNI/ R FRANCESCO CORSELLI,-46.39598002903599,-23.563953634852584
"AV. PE. ARLINDO VIEIRA , 797",FILIPPINO LIPPI/ AV NOSSA SENHORA DA ENCARNACAO,-46.60216049557992,-23.62906502725225
"R. HENRIQUE RODRIGUES PERES , 67",GUIOMAR DE ATALIBA PENTEADO/ R OLGA SILVEIRA CAMPOS,-46.495533952011954,-23.55330816062663
"R. PAULO FRANCO , 57",,-46.7245581577448,-23.536443729367466
"AV. CELSO GARCIA , 392",JOLI/ R BRESSER,-46.608891128357705,-23.53942786305735
"R. ADELE ZARZUR , 374",BERTOPOLIS/ R NOVA ERA,-46.711002758260825,-23.484740515657844
"AV. ESCOLA POLITÉCNICA , 942",AV. KENKITI SIMOMOTO / R. STO. EURILO,-46.738597381892994,-23.55595280726846
"AV. PAULA FERREIRA , 1902",AGUAS CLARAS/ R URUTINGA,-46.71411382734651,-23.495213580017392
"ESTR. DE TAIPAS , 140",CARLO PALLAVICINO/ R SEM NOME,-46.73749782326474,-23.45376325222353
"R. MAL. MAURÍCIO CARDOSO , 140",,-46.65591791257649,-23.58264882759073
"AV. ROLAND GARROS , 1815",TV TEMPESTADE/ AV EDU CHAVES,-46.571566516025065,-23.47581579611115
"AV. FUAD LUTFALLA , 0","PARALELO A RUA DEZENOVE DE JULHO, ALTURA DO Nº269",-46.71116476766777,-23.48665152784353
"R. ANTÔNIO RAMOS ROSA , 0",LUIS ANTONIO VERNEY/ R JOAO GOMES CARNEIRO,-46.74280203086028,-23.65824722141183
"R. MABURIM , 39",UA FRANCISCO SIRACUZA,-46.593100400209686,-23.634748057296893
"R. HENRIQUE HESSEL , 0",C/ EST DO PAIOL,-46.74789582050232,-23.808947466148012
"TERM. PARQUE DOM PEDRO II - PLAT 01 , 0",PLATAFORMA 1 - PMV 01,-46.63009340354145,-23.54801582865817
"R. ELEONORA CINTRA , 510",UA JOSÉ ALEXANDRE ALMEIDA LUIZ,-46.55974866827021,-23.5569990062958
"TERM. PINHEIROS - PL 4 , 0",,-46.70218218301297,-23.56609880988654
"R. DELMIRA AGUSTINI , 48",NILOPOLIS/ R AZOR SILVA,-46.63481913511864,-23.6631430082182
"TERM. VARGINHA , 0",AV PAULO GUILGUER REIMBERG/ R RUBEN DARIO,-46.71666811340101,-23.76666831681245
"R. SHOBEE KUMAGAI , 577",RICARDO BUTARELLO/ R JOSE ELIAS MOREIRA,-46.47484966080597,-23.490823140788034
"AV. PE. ARLINDO VIEIRA , 124",DOUTOR CASSIO MOTA/ PC HENRY LAURENS,-46.60211046548304,-23.623051017530127
"AV. INÁCIA DE TOLEDO , 379",PE.  VICENTE GAUDINERI / R JOSE TOMAS DE SOUZA,-46.752211008866226,-23.4700443428024
"R. PROF. ANTÔNIO GAMA DE CERQUEIRA , 129",PE FRANCISCO MARCONDES IMPROTA/ AV. MARECHAL TITO,-46.43999634750853,-23.49424630155375
"R. PROF. JOSÉ LOURENÇO , 129",S.BENEDITO,-46.714492739839045,-23.47416544075252
"AV. FERNANDO MENDES DE ALMEIDA , 257",BARRA DA LAGUNA,-46.71500556967412,-23.43373017190879
"R. FIRMINÓPOLIS , 727",ITATIBA DO SUL/ R IBIRAIARAS,-46.687933442975314,-23.45089635143005
"R. PE. ADELINO , 551",BRIGADEIRO MORAIS/ R MONTEIRO CAMINHOA,-46.58916594341105,-23.54499191801724
"R. MÁRIO SOBRAL , 210",FRANCISCO PAWLIK/ R FERNANDO GANGA,-46.39619708093341,-23.60176270862471
"AV. TIRADENTES , 324",SAO CAETANO/ R JOAO TEODORO,-46.63280734438487,-23.53283379677848
"R. HISAJI MORITA , 805",UA PROFESSOR HASSEGAWA,-46.43125137688705,-23.573788491100878
"R. JOÃO FERNANDES CAMISA NOVA JÚNIOR , 849",ANTONIO ESPER/ R FRANCISCO ASSIS GARRIDO,-46.741685014181655,-23.65662121062698
"R. CEL. JOSÉ PIRES DE ANDRADE , 845",DOM VILARES/ R DESCAMPADO,-46.60429149208022,-23.62259401178107
"R. COM. ANTUNES DOS SANTOS , 1341",MICHELE GIAMBONO/ R DA POLIFONIA,-46.76099423542844,-23.670506336522536
"AV. PROF. JOÃO BATISTA CONTI , 276",ANTONIO CAPUZZI/ R FRANCESCO CALEGARI,-46.43371136815219,-23.55198343905315
"R. JOÃO TOBIAS , 10",AV.   ALCÂNTARA MACHADO / R.   BENEDITO BARBOSA,-46.59986006849384,-23.5469418965513
"R. BR. ANTÔNIO DE BENFICA , 41",UA BARÃO FRANCISCO DO ARACAJI,-46.412513193162575,-23.56959556969681
"R. EDMUNDO ORIOLI , 20",ua Gonçalves Nina - UBS Ferroviarios,-46.39231703850569,-23.59780871913616
"R. JOÃO ALFREDO , 177",CARLOS GOMES/ R BORBA GATO,-46.7009777686969,-23.657269056205763
"AV. ENG. CAETANO ALVARES , 3583",AV IMIRIM/ AV DIREITOS HUMANOS,-46.653360306114934,-23.48872263583188
"AV. DO CURSINO , 1781",MARCOS FERNANDES/ R ARAXAS,-46.61871665932246,-23.61825497162345
"AV. CRUZEIRO DO SUL , 2092",GABRIEL PRESTES/ R CEL. ANTONIO DE CARVALHO,-46.62508315108147,-23.51274678049192
"R. RELÍQUIA , 118",,-46.66228450939398,-23.511715693063444
"R. ALBA , 1334",BARAO DE SANTA MARTA/ R TENENTE AMERICO MORETTI,-46.660611401945886,-23.64724492377116
"R. TUNEIRAS DO OESTE , 110",ESCOLA DE FUTEBOL / HOSPITAL GERAL DE TAIPAS,-46.71793962901744,-23.44251922243092
"R. MAXIMIANO BRANDÃO , 147",PAULO PAMPLONA/ R LIBINDO FERRAZ,-46.422674232838276,-23.529921447085552
"AL. DOS ARAPANES , 100",AV AGAMI/ R DOS ARACUITAS,-46.66090708803194,-23.59987284493003
"AV. GOV. CARVALHO PINTO , 1018",GOIAPI/ R NAMAXI,-46.53878530958917,-23.514694984417037
"AV. GEN. EDGAR FACÓ , 0",AC ESQ. A AV. OTAVIANO A. DE LIMA,-46.70631482897638,-23.50672664058835
"R. TTE. OTÁVIO GOMES , 343",BUENO DE ANDRADE/ R COMENDADOR VICENTE LENTINI,-46.63117350383918,-23.56328785183484
"AV. IPIRANGA , 242",Entre R. Br. de Itapetininga e R. 24 de Maio,-46.642064506554185,-23.543514793555765
"R. PE. MARCHETTI , 420",ua Vicente da Costa,-46.609833390166855,-23.58846494282097
"R. CAÇAQUERA , 358",MESTINHO/ R MORORO,-46.553321589938854,-23.55509901807589
"AV. ANTÔNIO MUNHOZ BONILHA , 1347",VICENTE FERREIRA LEITE/ R BENEDITO AUGUSTO FERREIRA,-46.67933555552632,-23.495534622886485
"PÇA. DAMASCO COELHO DE PINHA , 0",TAITITU/ AV DOUTOR ALMIRO LEAL DA COSTA,-46.37695877156464,-23.49852658761601
"R. JOSÉ VIEIRA GUIMARÃES , 782",,-46.423484232087965,-23.524125432336287
"R. CORREIA DE LEMOS , 525",RONDINHA/ R AFONSO CELSO,-46.632867779928596,-23.60720792105485
"TERM. PIRITUBA , 0",AV DR. FELIPE PINEL/ TERMINAL PIRITUBA,-46.72603988049558,-23.486036502557305
"AV. OTTO BAUMGART , 536",DA COROA/ R JOSE BERNARDO PINTO,-46.61631707439018,-23.514503803736897
"AV. CELSO DOS SANTOS , 1225",PRAÇA JOSÉ FRANCISCO LEITE,-46.66449864552685,-23.671640957775736
"R. BR. DE DUPRAT , 123",MANUEL BORBA/ R DESEMBARGADOR BANDEIRA DE MELLO,-46.704417770894956,-23.65435506129449
"ESTR. DE POA , 1603",VIEIRA SARMENTO/ R BARTOLOMEU GATO,-46.39788202934779,-23.55062859963521
"R. MARIA DAS DORES ABRANCHES , 4",,-46.50247294045149,-23.508887059905227
"R. PE. INÁCIO PINHEIRO , 0",AV PADRE ESTANISLAU DE CAMPOS/ R PADRE FRANCISCO RIBEIRO,-46.48143280452175,-23.54445620938068
"R. LUÍS ELIAS ATTIE , 152",PC LIBERATO ALFREDO ZINGARA/ R RUMI RANIERI,-46.736617018301935,-23.49836357639016
"R. BAIA GRANDE , 258",UA DAS GÍLIAS,-46.57101095678055,-23.598335048560592
"AV. SAPOPEMBA , 15751",DOUTOR JOSE SERRAO/ AV RODOLFO PIRANI,-46.46340376441759,-23.62545743298305
"R. SERRA DE JAIRÉ , 752",DOUTOR JOAO BATISTA DE LACERDA/ R PRESIDENTE CARLOS LUZ,-46.585390921523896,-23.549318934005928
"AV. MAL. TITO , 6380",JOSE ALVARES MOREIRA/ AV DOUTOR DECIO DE TOLEDO LEITE,-46.383170835419705,-23.487336539491125
"AV. ESPERANTINA , 66",SOLONOPOLES/ R CRATO,-46.48575182374919,-23.53182916834015
"AV. GUILHERME MANKEL , 67",CEL. WALTER DA SILVA PORTO/ AV MYRIM,-46.74675897092314,-23.470803358696703
"ESTR. ADUTORA DO RIO CLARO , 250",UA CARLOS SICARDI,-46.45112066770941,-23.64007451761171
"AV. GEN. ATALIBA LEONEL , 379",UA EZEQUIEL FREIRE,-46.62368810058332,-23.506134772450523
"R. FRANCISCO DIAS ROCHA , 240",SAO GERALDO DA PIEDADE/ R LUZER COGAN,-46.53183842072146,-23.580790110556197
"AV. MIGUEL ESTEFNO , 0",DOUTOR JOSE BENTO FERREIRA/ AV DO CURSINO,-46.62099786876851,-23.65104302001994
"R. HARRY DANNENBERG , 650",UA ARRAIAL DA ANTA,-46.4652626712001,-23.555889302557866
"AV. STA. INÊS , 3800",PC   NIVALDO DEL SASSE,-46.649048153171464,-23.457088490124782
"AV. INAJAR DE SOUZA , 0",Av. Inajar de Souza s/n - Vila Nova Cachoeirinha,-46.67139041615169,-23.475640525174626
"R. PARANABI , 0",AV DOUTOR ANTONIO MARIA LAET/ R PAULO DE FARIA,-46.604174826793184,-23.48075572659607
"AV. RAIMUNDO PEREIRA DE MAGALHÃES , 11748",MARZAGAO/ R SEM NOME,-46.721481642965095,-23.43977219430644
"TERM. SANTANA , 0",EZEQUIEL FREIRE/ AV CRUZEIRO DO SUL,-46.624441085498646,-23.502140763894246
"R. EDITH BLIN , 0",QUATRO/ EST ENGENHEIRO MARCILAC,-46.75227272486702,-23.86254948851193
"R. DR. ASSIS RIBEIRO , 8421",REVERENDO JOAO EUCLIDES PEREIRA/ AV PARANAGUA,-46.482612724837466,-23.48554909482429
"PÇA. STA. CONSTANÇA , 0",DOUTOR NICOLINO MOREIRA/ R ALMEIDA SERRA,-46.5806795948894,-23.474304765272194
"R. PAES LEME , 79",BUTANTA,-46.69719315779182,-23.56769780903472
"R. GUARAITÁ , 1180",,-46.41953917270882,-23.50807741885823
"AV. FORTE DO LEME , 59",FORTE CANANEIA/ AV RAGUEB CHOHFI,-46.46660975354619,-23.599279372346807
"R. ITAJUIBE , 670",BROQUEL/ AVENIDA BARAO DE ALAGOAS,-46.3914179058444,-23.502395531503982
"R. HERWIS , 863",ATILIO SANTUCCI/ R BARROS SOBRINHO,-46.543355577678575,-23.587175094272986
"AV. DAS NAÇÕES UNIDAS , 13355",ua Evandro Carlos de Andrade,-46.69953249681107,-23.617012943709327
"TR. SOMOS TODOS IGUAIS , 411",TRAVESSA DETALHES,-46.44982660591915,-23.60805846689161
"AV. ITAQUERA , 4900",TRAVESSA FAVA NINCI / VIELA TRIUNFO,-46.47983180392435,-23.55313923155127
"R. CEL. DONATO , 11",AV MELCHERT/ R HERCILIA,-46.52820026935057,-23.539355050458376
"R. PATRÍCIO TEIXEIRA , 170",NICOLAS ARISTA/ R PAULINE CARO,-46.39244702702744,-23.588040699139015
"R. S. FLORÊNCIO , 1294",PONU/ R DOUTOR JOSE DA CRUZ CARQUEIJO,-46.5306552174435,-23.510279996033173
"R. MEMORIAL DE AIRES , 0",TRAVESSA JUVÊNCIO MONTES,-46.607656690361004,-23.652963053586358
"AV. PROF. FRANCISCO MORATO , 5257",ua Francisco Marson,-46.7433636909031,-23.601372994706765
"AV. DO RIO PEQUENO , 106",AV CORIFEU DE AZEVEDO MARQUES/ TV GALIANO OLIVATO,-46.74773449071335,-23.563020843440537
"R. DR. ORNELAS , 117",PADRE LIMA/ R CORONEL MORAIS,-46.617764181958634,-23.53183682976664
"AV. ANGÉLICA , 845",BARONESA DE ITU/ R JAGUARIBE,-46.65545462963757,-23.540283757368353
"C11 JUNDIAPEBA - BRÁS CUBAS , 0",AV AUREA MARTINS DOS ANJOS,-46.256574489943006,-23.54272800645667
"R. NAGASAKI , 284",CANHONEIRA MEARIM,-46.58092768202075,-23.504365868618716
"R. CRUZ DO ESPIRITO SANTO , 743",IZOLINO MACIEL DA SILVA/ R SERRA DE JUQUIA,-46.40683708946726,-23.53297852414155
"AV. ROLAND GARROS , 1551",AV MENDES DA ROCHA/ R STA RITA DO PASSA QUATRO,-46.57388353985456,-23.476924793710214
"R. ICANHEMA , 227",,-46.69911830207182,-23.70761815245265
"AV. PAULO GUILGUER REIMBERG , 9000",,-46.66633231317543,-23.811485268329026
