nomesc,latitude,longitude
JARDIM BRASIL - PRESEPIO,-23.486378,-46.572153
VILA GUSTAVO,-23.480035,-46.584901
JARDIM GUANCA,-23.499811,-46.569679
"JULIO LAMAS RIVERA, DR.",-23.490224,-46.566436
MALVINA RODRIGUES VIEIRA,-23.501675,-46.621368
PEROLA BYINGTON,-23.479677,-46.561733
CHACARA BELA VISTA II,-23.517394,-46.557566
JACANA,-23.457206,-46.58384
NAIR SALGADO,-23.509826,-46.620664
PARQUE NOVO MUNDO II,-23.52209,-46.582186
COHAB SONDA II ROSE VALEZIN,-23.470104,-46.565525
JARDIM SAO PAULO I,-23.49344,-46.61591
JOVA RURAL,-23.450791,-46.579756
VILA MEDEIROS,-23.49242,-46.593346
VILA GUILHERME,-23.511794,-46.618364
CEREJEIRAS,-23.510122,-46.5754
JARDIM FONTALIS I,-23.433513,-46.579045
CHACARA BELA VISTA,-23.51779,-46.558439
ASS MORADORES ZONA NORTE UNID II JT,-23.450693,-46.586262
ASS MORADORES ZONA NORTE UNID IV JT,-23.442906,-46.576318
ASS MORADORES ZONA NORTE UNID V JT,-23.419801,-46.589408
ASSOC COMUN RAIO DE CRISTAL UNID II JT,-23.456218,-46.584846
ASSOC COMUN RAIO DE CRISTAL UNID III JT,-23.454307,-46.60134
SOC AMIGOS VILA CONSTANCA SAVIC UNID I JT,-23.47819,-46.583329
ASS MORADORES ZONA NORTE - NUCLEO JD SAO JOAO,-23.434685,-46.58696
ASS MORADORES DA ZONA NORTE,-23.445256,-46.612388
"JOSE ERMIRIO DE MORAIS, SEN.",-23.478312,-46.427344
"CHICO FALCONI, PE.",-23.513925,-46.403226
"NILDO DO AMARAL JUNIOR, PE.",-23.515209,-46.393933
"ANTONIO ROBERTO ALVES BRAGA, DR.",-23.511324,-46.459989
"YOLANDA BASSI, PROFA.",-23.493355,-46.466421
"FAUSTO RIBEIRO DA SILVA FILHO, DR.",-23.513386,-46.421116
SEVERINO DO RAMO,-23.519769,-46.412062
"CARLOS OLIVALDO DE SOUZA LOPES MUNIZ, DR.",-23.509742,-46.473642
"DORACIL DINA BENICIO, PROFA.",-23.512918,-46.403292
"FLAVIO AUGUSTO ROSA, PROF.",-23.482913,-46.394483
EUZEBIO ROCHA FILHO,-23.525042,-46.405384
"VICENTE AMATO SOBRINHO, COM.",-23.494133,-46.371594
"VALENTINA ANTONINI DA SILVA, PROFA.",-23.491964,-46.421499
"SEBASTIANA DE ARRUDA CRUZ OLIVEIRA, PROFA.",-23.504764,-46.375638
DARCY RIBEIRO,-23.494418,-46.442505
"LINO DE MATTOS, SEN.",-23.504119,-46.469652
"DALMO AMARAL MACHADO, PROF.",-23.486457,-46.387672
CLEMENCIA FERREIRA DA SILVA,-23.495512,-46.466572
"MARIA DA LUZ SILVA DE OLIVEIRA, PROFA.",-23.483652,-46.41419
"APARECIDA DE LOURDES CARRILHO JARDIM, PROFA",-23.522932,-46.436236
"WANDA OVIDIO GONCALVES, PROFA.",-23.489368,-46.386056
MARIA CLARA MACHADO,-23.513365,-46.389651
GLOBO DO SOL,-23.504514,-46.463068
"HELLIO TAVARES, DR.",-23.504214,-46.371894
"LAURA DA CONCEICAO PEREIRA QUINTAES, PROFA.",-23.51016,-46.37978
PARQUE SAO CARLOS,-23.509742,-46.473642
VILA CURUCA,-23.495114,-46.412307
ANTON MAKARENKO,-23.513365,-46.389651
"APPARECIDO DOMINGUES, PROF.",-23.495583,-46.412269
"CELIA RIBEIRO LANDIM, PROFA",-23.479106,-46.419899
"EDI GREENFIELD, PROFA.",-23.510832,-46.370093
TRES PONTES,-23.478613,-46.381454
TRES PONTES,-23.478613,-46.381454
DAMA ENTRE RIOS VERDES,-23.510564,-46.417307
NEUZA AVELINO DA SILVA MELO,-23.486531,-46.467205
"IZABEL APARECIDA CRISTOVAO DA LUZ, PROFA",-23.497896,-46.388885
MURURES,-23.476785,-46.418725
"MARISA MORETTI CAMARA, PROFA.",-23.524437,-46.404902
"ALDO GIANNINI, ENG.",-23.503291,-46.471386
"JOSEFA NICACIO ARAUJO, PROFA.",-23.515043,-46.381345
"JURANDI GOMES DE ARAUJO, PROF.",-23.506262,-46.375481
UNIAO DE VILA NOVA I,-23.490479,-46.456986
LOURO ROSA,-23.513089,-46.387815
PARQUE SANTA RITA I,-23.508659,-46.416576
"MARISA LOPES PINHEIRO, PROFA",-23.515089,-46.385502
"TEREZA SETUKO KOSHIMAE HATORI, PROFA.",-23.51361,-46.405272
"JOSE MARIO PIRES AZANHA, PROF.",-23.524687,-46.44152
MILTON PEREIRA COSTA,-23.500383,-46.466948
PEDRO FUKUYEI YAMAGUCHI FERREIRA,-23.50874,-46.445345
JARDIM SILVA TELES,-23.501273,-46.407752
MARECHAL TITO,-23.48955,-46.385567
SAO MIGUEL,-23.499863,-46.429657
JARDIM PEDRO JOSE NUNES,-23.501183,-46.463795
EPITACIO PESSOA,-23.518112,-46.470177
AFRANIO PEIXOTO,-23.510233,-46.445897
ANTONIO LAPENNA,-23.498843,-46.445274
GRACILIANO RAMOS,-23.501325,-46.42194
LUIZA HELENA DE BARROS,-23.510001,-46.408964
JOSE DE ALENCAR,-23.497735,-46.40971
"PEDRO II, D.",-23.483527,-46.420545
MARIA QUITERIA,-23.491689,-46.415785
"ALBERTO MENDES JUNIOR, CAP.",-23.504147,-46.391825
OVIDIO DECROLY,-23.501542,-46.383145
"HELENA DE PAULA MARIN, PROFA.",-23.499094,-46.42946
LEILA DINIZ,-23.504132,-46.416622
"PEDRO ALEIXO, DR.",-23.501429,-46.464675
"EPITACIO PESSOA, PRES.",-23.496888,-46.461635
RAUL PILLA,-23.511389,-46.466533
PEDRO TEIXEIRA,-23.512718,-46.456224
ANTONIO CARLOS DE ANDRADA E SILVA,-23.508692,-46.447153
"LUIS SAIA, ARQ.",-23.494392,-46.440185
"PAULO ROLIM LOUREIRO, D.",-23.509872,-46.434575
"PEDRO DE FRONTIN, ALM.",-23.499855,-46.429568
"FERNANDO DE AZEVEDO, PROF.",-23.520468,-46.421941
"JOSE DE ANCHIETA, PE.",-23.519032,-46.439561
"JOAO AUGUSTO BREVES, DR.",-23.522416,-46.435966
HENRIQUE FELIPE DA COSTA - HENRICAO,-23.509551,-46.4088
ANTONIA E ARTUR BEGBIE,-23.509683,-46.40647
"NEWTON REIS, GEN.",-23.497117,-46.409978
"MARIA IMILDA DO SANTISSIMO SACRAMENTO, ME.",-23.496329,-46.41897
RAIMUNDO CORREIA,-23.482833,-46.420574
JOSE AMERICO DE ALMEIDA,-23.486701,-46.417975
"JOSE BENTO DE ASSIS, PROF.",-23.48778,-46.421516
ARMANDO CRIDEY RIGHETTI,-23.493264,-46.401813
CAPISTRANO DE ABREU,-23.490229,-46.394462
"CARLOS PASQUALE, PROF.",-23.499103,-46.395172
EZEQUIEL RAMOS JUNIOR,-23.508198,-46.392268
SUD MENNUCCI,-23.503707,-46.381377
"TANCREDO NEVES, PRES.",-23.507864,-46.369488
DILSON FUNARO,-23.519181,-46.439166
"JOSE PEDRO LEITE CORDEIRO, DR.",-23.508148,-46.370038
"ALIOMAR BALEEIRO, MIN.",-23.477947,-46.426888
VIRGILIO DE MELLO FRANCO,-23.483716,-46.414556
"MARIA DA CONCEICAO VIEIRA PEREIRA, PROFA.",-23.50155,-46.374866
JOSE HONORIO RODRIGUES,-23.497408,-46.417086
J.G. DE ARAUJO JORGE,-23.4938,-46.371946
CMCT - CENTRO MUN. DE CAPACITACAO E TREINAM. MP - UNIDADE I,-23.494355,-46.442177
LENINE SOARES DE JESUS,-23.509635,-46.38982
"IZABEL CANORI MORA, BEM AVENTURADA",-23.50377,-46.424018
SANTA ROSA DE LIMA,-23.487383,-46.429187
UNIVERSO KIDS E.E.I.,-23.511114,-46.444352
CASA DE ISABEL C.E.I.,-23.500785,-46.39488
"CURUCA, CRECHE PRE ESC",-23.511583,-46.428793
"ITAIM PAULISTA II, CRECHE PRE ESC",-23.512793,-46.395779
"VILA MARA, CEI",-23.490958,-46.418241
"ITAIM PAULISTA I, CRECHE PRE ESC",-23.48841,-46.389874
ESTRELA DO AMANHA,-23.507929,-46.402032
GOLFINHO DOURADO I,-23.50469,-46.395956
CENT RECUP EDUC NUTRICIONAL II - CREN,-23.483778,-46.466094
SAMARITANINHOS VI,-23.517219,-46.424934
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VIII,-23.505486,-46.422956
ARVORE DO APRENDIZADO II,-23.501495,-46.368672
PROJETO DE VIDA,-23.478353,-46.42564
ESTRELA AZUL,-23.508094,-46.401834
"ANTUNES PIRES, COLEGIO",-23.509385,-46.42252
SUCESSO DO AMANHA,-23.519649,-46.439136
LAPIS DE COR,-23.510191,-46.394478
ESPACO FELIZ,-23.510669,-46.415137
VISAO EDUCATIVA,-23.503019,-46.425108
PEQUENO ANJO,-23.523114,-46.406089
CAMINHO DOURADO,-23.496564,-46.406197
"FLORA, PROFA",-23.494859,-46.430376
SONHO MAGICO,-23.503747,-46.394294
MONTANHA DO SABER I,-23.501986,-46.383219
CORES E DIVERSAO,-23.502189,-46.447951
DESCOBRINDO TALENTOS,-23.499163,-46.444467
ESPACO VIDA CRIATIVA,-23.507402,-46.444854
ESPACO DA COMUNIDADE VIII,-23.501563,-46.400339
BERNARDO SANTANA,-23.507109,-46.400647
INFINITY KIDS,-23.483504,-46.427698
RECANTO FELIZ,-23.481065,-46.423314
SER FELIZ,-23.494905,-46.446577
SAMARITANINHOS IV,-23.507541,-46.388374
RAIO DE ESPERANCA,-23.505678,-46.366852
SAMARITANINHOS VIII,-23.475616,-46.427633
MUNDO ENCANTADO II,-23.493901,-46.448336
CANTINHO DA TIA ISAURA,-23.493035,-46.372164
RECANTO DOS SONHOS,-23.493149,-46.396953
SER FELIZ III,-23.497394,-46.418947
DAMARIS CASTILHO III,-23.512251,-46.451923
LUZ DA SABEDORIA,-23.507069,-46.394326
DOTT BABY E.E. I.,-23.480658,-46.451115
CONSTRUINDO O SABER,-23.510686,-46.39445
BRINCAR PARA CRESCER,-23.47953,-46.427744
DANDINHA III,-23.51826,-46.401026
CRESCER E APRENDER,-23.492938,-46.426651
ESTACAO CRIANCA,-23.488016,-46.382071
RECANTO INFANTIL URSINHO PANDI,-23.491415,-46.427188
OLIVETTO,-23.519158,-46.386649
CRESCER E APRENDER II,-23.49023,-46.417041
VOVO FATIMA II,-23.481008,-46.430264
SER FELIZ II,-23.516931,-46.415355
PASSOS DO FUTURO,-23.486807,-46.395502
"ANJOS, E. E. I.",-23.496834,-46.37602
NEI CAETANO DE ANDRADE,-23.512074,-46.446659
"TIA NEVE, E. E. I.",-23.48178,-46.427766
VOVO ADELAIDE,-23.498993,-46.438997
ALGODAO DOCE,-23.519785,-46.418835
MUNDO ENCANTADO III,-23.487292,-46.436417
ABC DA CRIANCA,-23.511095,-46.368086
TURMA DO MICKEY,-23.509713,-46.414129
CANTINHO DE LUZ,-23.499879,-46.395921
SONHO MAGICO II,-23.503884,-46.39516
SER FELIZ IV,-23.510283,-46.466004
ESPACO DA COMUNIDADE VII,-23.521311,-46.418116
VITORIA II,-23.497018,-46.371125
PEQUENOS GENIOS III,-23.499482,-46.463907
IRENE RAMALHO,-23.500969,-46.432353
CANTINHO DE LUZ II,-23.491132,-46.3742
ELZA VILLELA,-23.490079,-46.429121
SAMARITANINHOS II,-23.482499,-46.423759
VO ZEFINHA,-23.499826,-46.381979
VO ESTER,-23.521557,-46.414087
GAMALIEL,-23.478332,-46.425805
REVOLUCAO,-23.508011,-46.394154
SAMARITANINHOS V,-23.490824,-46.385131
ESTRELA CADENTE,-23.49141,-46.385888
PINGOS DO AMANHA,-23.502929,-46.401919
LILIANE SANTANA,-23.489064,-46.380689
LUZIA AGUIAR,-23.480351,-46.382466
AMOR ETERNO,-23.506731,-46.408309
ESPACO FELIZ III,-23.487322,-46.431902
BABY MARAVILHA II,-23.511293,-46.469257
ESPACO KAIROS II,-23.491614,-46.381035
ESTRELAS BRILHANTES,-23.490703,-46.379435
ERVA DO SERENO,-23.483968,-46.411556
ESPACO FELIZ II,-23.488338,-46.39629
ALPS,-23.498264,-46.396239
APRENDER FAZENDO ARTE,-23.507632,-46.366217
AGAPE,-23.493754,-46.386164
MUNDO DA ALEGRIA,-23.520443,-46.414758
MUNDO DOS SONHOS,-23.508127,-46.41151
INFANCIA FELIZ III,-23.512318,-46.411808
CRIANCA DA GENTE,-23.503169,-46.367519
ESTRELINHAS DE DAVI,-23.504257,-46.386942
CRIANCA NOSSO BEM MAIOR,-23.521565,-46.413461
JARDIM DOS SONHOS,-23.491158,-46.430199
EDUCARTE,-23.508226,-46.414628
FLOR DO ORIENTE II,-23.511931,-46.390105
SANTA BARBARA,-23.486288,-46.432122
REFERENCIAL,-23.520668,-46.411393
CAMINHO DOURADO II,-23.501598,-46.369643
VOVO FATIMA,-23.499585,-46.394977
SIRLEY SALOMAO BOGARELLI,-23.493641,-46.378007
PRINCIPIOS,-23.502075,-46.382194
CAMINHO DOURADO III,-23.493192,-46.409367
EFATA,-23.510586,-46.373223
MARLENE AMORIM DA SILVA E SILVA,-23.500061,-46.369426
MUNDO KIDS,-23.492995,-46.379887
VOVO VANDA,-23.495809,-46.376789
ANJO CAMAEL,-23.494636,-46.416713
PEQUENOS CRISTAIS,-23.510098,-46.367235
PESSACH,-23.500772,-46.385996
ELOHIM KADOSH,-23.508859,-46.368739
SONHO ENCANTADO,-23.489442,-46.382327
"INTUICAO MATERNA, ESCOLA E BERCARIO",-23.49865,-46.453427
VO ESTER II,-23.518476,-46.396232
ALPS JARDIM ROBRU,-23.526933,-46.408492
NAZARE,-23.488878,-46.388526
SAMARITANINHOS I,-23.482184,-46.419807
AVIVAH,-23.507645,-46.410727
TIA ANA,-23.484424,-46.390606
CAMINHO DA FELICIDADE,-23.483114,-46.420331
KAUE MARQUES,-23.487381,-46.423405
JOSE DIAS PEQUENO PRINCIPE,-23.503712,-46.447861
HORIZONTES DO SABER,-23.508326,-46.373485
VOVO FATIMA III,-23.500428,-46.369083
CATAVENTO,-23.518295,-46.395789
INFANCIA COM AFETO,-23.493575,-46.405026
"CANTINHO ENCANTADO DA CRIANCA, E.E.I.",-23.502423,-46.37667
BARUCH,-23.503457,-46.385008
EMILIA INES,-23.506651,-46.395765
SEMENTE DO AMANHA,-23.511436,-46.369548
CONSTRUINDO SONHOS,-23.476731,-46.427082
UNIAO DE VILA NOVA II,-23.512687,-46.454937
ENCANTO E HARMONIA,-23.484349,-46.434514
DOCE INFANCIA,-23.491456,-46.407841
MENINOS DE OURO,-23.487419,-46.394262
SAMARITANINHOS III,-23.499561,-46.377215
EBENEZER,-23.507281,-46.367926
TALENTOS DO FUTURO,-23.482046,-46.382213
VIVER E CRESCER,-23.512173,-46.405253
BERTELIM JESUS MOREIRA,-23.492082,-46.379052
RECANTO DOS PEQUENINOS II,-23.515196,-46.419387
REFERENCIAL II,-23.510558,-46.460859
SONHO LINDO,-23.494336,-46.396505
ABELHA BELINHA,-23.499453,-46.392206
"BRINCAR APRENDENDO FELIZ, C.E.I.",-23.508782,-46.476315
"RATIBUM II, E.E.I.",-23.520683,-46.394954
CARMELINA PEREIRA DE BRITO,-23.486676,-46.395338
ESTRELINHAS DO FUTURO,-23.48935,-46.410988
"SONHO MEU, C.C.I.",-23.513106,-46.470274
"PEQUENO MUNDO KIDS, E.I.B.",-23.503052,-46.454365
CANTINHO DO TIO ESTEVAM,-23.511468,-46.403614
BABY MARAVILHA,-23.474569,-46.424033
BELA INFANCIA,-23.491814,-46.454979
PEQUENOS BRILHANTES,-23.495206,-46.385326
"ALGODAO DOCE E CIA, E.E.I.",-23.503675,-46.411342
HOREBE,-23.491286,-46.451577
LUKINHA,-23.514065,-46.383539
TIO LUIZ,-23.483544,-46.391761
MUNDO DA ALEGRIA II,-23.498028,-46.413884
FLOR DO AMANHA,-23.490251,-46.454741
"ARTURO DE ANGELIS, MAESTRO",-23.513912,-46.407809
CHACARA DONA OLIVIA,-23.510213,-46.391846
CIDADE PEDRO JOSE NUNES,-23.503866,-46.467465
CURUCA VELHA,-23.498234,-46.418642
"DURVAL MIOLA, PROF.",-23.511391,-46.465833
HELENA PEREIRA DE MORAES,-23.477909,-46.424822
"HIGINO PELLEGRINI, VER.",-23.493461,-46.409196
JARDIM CAMARGO NOVO,-23.500596,-46.387286
JARDIM CAMARGO VELHO,-23.503626,-46.391353
JARDIM CAMPOS,-23.509409,-46.405627
JARDIM EVA,-23.51758,-46.398089
JARDIM MAIA,-23.492839,-46.415849
JARDIM MILIUNAS,-23.498632,-46.37206
JARDIM NAZARE,-23.517697,-46.404275
MARIA APARECIDA DOS SANTOS,-23.505934,-46.383742
"ILDEFRANCA, IRMA",-23.524344,-46.410704
JARDIM RUTH,-23.513365,-46.448873
"SELMA REGINA LIMA MESSIAS, PROFA.",-23.514339,-46.474075
JARDIM SAO MARTINHO,-23.483753,-46.414874
JARDIM SAO VICENTE,-23.504103,-46.432656
JARDIM SILVA TELLES,-23.500532,-46.408722
JARDIM VILA PEDROSO,-23.499168,-46.445559
"JOAO CARLOS FAIRBANKS, VER.",-23.480434,-46.384174
"LIBERO ANCONA LOPES, VER.",-23.519764,-46.416578
NAZARE,-23.513075,-46.407595
CEI NINHO ALEGRE,-23.509608,-46.433849
ODILIA ALVES ALMEIDA SANTOS,-23.504226,-46.367199
DORALICE PEREIRA DE SOUZA LEONARDO,-23.501645,-46.376854
PARQUE SANTA RITA,-23.514697,-46.413055
PAULO CESAR FONTELLES DE LIMA,-23.497114,-46.43369
VILA PROGRESSO,-23.519677,-46.432706
VILA SANTA INES,-23.494699,-46.466688
ROSA SABAG ADDAS,-23.509522,-46.373837
CONJ. HABITACIONAL TEXIMA,-23.487703,-46.387167
ESPACO DA COMUNIDADE IX,-23.514391,-46.42755
JARDIM DAS CAMELIAS,-23.513947,-46.463677
PEQUENOS CONSTRUTORES,-23.486554,-46.390087
VILA AIMORE,-23.491734,-46.405765
PARQUE SAO CARLOS,-23.509742,-46.473642
"BENEDITO GALAVOTE, PROF.",-23.513365,-46.389651
"ANA LUCIA DE HOLANDA GAMBOA, PROFA.",-23.495583,-46.412269
JARDIM SAO CARLOS II,-23.513395,-46.473962
ARVORE DO APRENDIZADO,-23.492462,-46.438287
VILA CURUCA II,-23.508667,-46.426749
FRANK DUFF,-23.487909,-46.408325
ARCO IRIS,-23.50492,-46.435703
ESPACO VIDA CRIATIVA II,-23.52179,-46.405063
CLAUDIO JANUARIO,-23.482583,-46.417002
VILA JOIA,-23.505729,-46.465619
CENTRO SOCIAL MARISTA ROBRU,-23.519403,-46.412058
ESPACO DA COMUNIDADE I,-23.507577,-46.376513
ESPACO DA COMUNIDADE II,-23.498514,-46.384911
CAMELIAS,-23.511222,-46.458431
ARCA DO SABER,-23.504452,-46.470766
LIRIO DO VALE,-23.481637,-46.470624
TRES PONTES,-23.478613,-46.381454
CENTRO SOCIAL MARISTA IRMAO JUSTINO - CESOMAR,-23.490652,-46.454281
ITAJUIBE,-23.513845,-46.376547
UNIAO DE VILA NOVA,-23.490477,-46.457617
VEREDAS,-23.513008,-46.387862
CDHU ITAIM A,-23.513013,-46.385307
JARDIM LAPENA,-23.489104,-46.447575
JARDIM LAPENNA I,-23.488279,-46.447817
CDHU JACUI A,-23.481587,-46.470547
NOVO CRUZEIRO,-23.527284,-46.406216
CONJUNTO HABITACIONAL SAO MIGUEL,-23.505211,-46.372653
VENTURA BRANCO,-23.481822,-46.470641
TAPAJOS,-23.504048,-46.374733
JACUI II,-23.499022,-46.466339
ANTONIO JOAO DE MEDEIROS,-23.510658,-46.397467
JORGE JONES,-23.505959,-46.421227
ORMINDA PINTO,-23.526233,-46.404057
BALTAZAR SANTANA,-23.508906,-46.448004
MANUEL RODRIGUES SANTIAGO,-23.510834,-46.377778
JARDIM HELENA I,-23.47937,-46.418588
PARQUE CRUZEIRO DO SUL,-23.493737,-46.457645
MOVA - ASS COMUNITARIA SANTA LUZIA UNID II MP,-23.519919,-46.389502
ASS RAIOS DE LUZ UNID I IT,-23.516516,-46.400951
ASS COOP FAMILIAS CARENTES JD SENICE UNID II IT,-23.518154,-46.404056
ASS VOLUNTARIOS DO BRASIL UNID I MP,-23.516173,-46.425086
CONSELHO COM ED DISTRITO CURUCA E GDE LESTE UNID I IT,-23.506817,-46.421538
SOCIEDADE AMIGOS DE VILA MARA UNID I MP,-23.482517,-46.42028
ASS COM FLORESTAN FERNANDES UNID VII MP,-23.490047,-46.447525
ASS COM FLORESTAN FERNANDES UNID VIII MP,-23.516378,-46.474013
GRUPO ORG EM DEFESA DA EDUC E CULTURA UNID VI MP,-23.50259,-46.466887
ASS DOS TRAB DE ITAIM PTA E PQUE PAULISTANO UNID I MP,-23.4899,-46.427703
CONS COM.DE EDUC DO DISTRITO DE CURUCA E GRANDE LESTE UND V ,-23.523783,-46.444339
CETEAC CENT EST TRAB EDUC ART CULT UNID V MP,-23.494307,-46.37791
CETEAC CENT EST TRAB EDUC ART CULT UNID VI MP,-23.504549,-46.379514
ASS TRES IRMAOS UNID VI MP,-23.504657,-46.383129
CENTRO DE EDUC DA ZONA LESTE UNID VIII MP,-23.491144,-46.409955
"ASS DOS MORADORES DE VILA REIS, JD PLANALTO E REGIAO",-23.51117,-46.454145
ASS TRES IRMAOS UNID X MP,-23.494618,-46.375078
CETEAC CENT EST TRAB EDUC ART CULT UNID IX MP,-23.506077,-46.421186
ASSOC DOS MORADORES EUTALIA LESTE E ADJACENCIAS UNID I,-23.521644,-46.391056
RAIOS DE LUZ UNID II,-23.667213,-46.737949
ASS TRAB ITAIM PAULISTA PQ PAULISTANO,-23.513019,-46.384509
CENTRO DE EDUCACAO DA ZONA LESTE,-23.493891,-46.467022
CENTRO DE EDUCACAO DA ZONA LESTE,-23.497127,-46.466092
CONS COM. DE EDUC DO DISTRITO DE CURUCA E GRANDE LESTE,-23.479628,-46.429048
ASS TRES IRMAOS,-23.502893,-46.408617
ASSOCIACAO TRES IRMAOS -,-23.50397,-46.379516
CONS COMUNITARIO DE EDUCACAO DISTRITO CURUCA E GRANDE LESTE,-23.491297,-46.444701
CONS COMUNITARIO DE EDUCACAO DISTRITO CURUCA E GRANDE LESTE,-23.491889,-46.446252
"NEUSA BASSETTO, PROFA.",-23.551158,-46.598281
ASSAD ABDALA,-23.553203,-46.517809
ANALIA FRANCO BASTOS,-23.527397,-46.600161
"JOSE CARLOS DE FIGUEIREDO FERRAZ, PREF.",-23.528199,-46.47949
"JOAO FRANZOLIN NETO, PROF.",-23.498821,-46.492652
DO LAR SIRIO,-23.544559,-46.565691
"RUTH GONCALVES CHAVES DE SIQUEIRA, PROFA.",-23.488777,-46.473777
"CEZAR ROGERIO OLIVEIRA PERAMEZZA, PROF.",-23.546682,-46.496831
JOAO MENDONCA FALCAO,-23.548636,-46.616925
"DINAH FERNANDES COSTA , PROFA.",-23.536417,-46.479369
"NEUSA CONCEICAO STINCHI, PROFA.",-23.501818,-46.511467
NENE DO AMANHA,-23.530999,-46.531725
"PAULO FREIRE, PROF.",-23.517591,-46.554312
FERNANDO SABINO,-23.496927,-46.506225
"LEILA MARIA FONTELES FARIAS, PROFA",-23.484278,-46.497984
BRAZ JAIME ROMANO,-23.498532,-46.496035
"ROSANGELA RODRIGUES VIEIRA, PROFA.",-23.498528,-46.496039
"ANTONIO CARLOS ROCHA, PROF.",-23.517587,-46.554312
"SERAFIN MARTINEZ GUTIERREZ, PE.",-23.551608,-46.482211
"JANUARIO MANTELLI NETO, DEP.",-23.492631,-46.494792
"ALEX MARTINS COSTA, PROF, MAESTRO",-23.523785,-46.481216
"MARCIANO VASQUES PEREIRA, PROF",-23.525342,-46.486082
"ANA MARCHIONE SALLES, PROFA.",-23.515472,-46.507395
"DINAH GALVAO, PROFA.",-23.485766,-46.492658
HORIZONTE AZUL,-23.551371,-46.488498
MONTE SERRAT,-23.539898,-46.562294
LEONARDO ARROYO,-23.543798,-46.479865
"MARIA VITORIA DA CUNHA, PROFA.",-23.544202,-46.485206
PEDRO BRASIL BANDECCHI,-23.549371,-46.48557
IBIAPABA MARTINS,-23.543688,-46.48567
"LUCIANO ROBERTO, PROF.",-23.544432,-46.479361
ROBERTO VICTOR CORDEIRO,-23.55242,-46.487236
AUGUSTO FROEBEL,-23.506106,-46.481828
"MAX WOLF FILHO, SGT.",-23.487806,-46.4777
"MIGUEL COSTA, GEN.",-23.510378,-46.477815
"IRENE FAVRET LOPES, PROFA.",-23.546289,-46.575528
"GOMES CARDIM, INTENDENTE",-23.548994,-46.568649
QUINTINO BOCAIUVA,-23.54175,-46.561886
"RAFAEL TOBIAS DE AGUIAR, BRIG.",-23.534664,-46.515197
"LUIZ GOMES CARDIM SANGIRARDI, ENG.",-23.541317,-46.504629
EVARISTO DA VEIGA,-23.530583,-46.4757
TOMAS ANTONIO GONZAGA,-23.518257,-46.477157
"JOSE RUBENS PERES FERNANDES, PROF.",-23.511731,-46.530595
MARIO GRACIOTTI,-23.511675,-46.516728
"GOULART, ENG.",-23.498833,-46.519744
SILVIO ROMERO,-23.529485,-46.559839
"DUTRA, PRES.",-23.532324,-46.566909
MARY BUARQUE,-23.539863,-46.580777
MARIA LACERDA DE MOURA,-23.545128,-46.518847
RODRIGO SOARES JUNIOR,-23.492376,-46.496487
ALFREDO DA ROCHA VIANA FILHO - PIXINGUINHA,-23.504995,-46.528359
CASPER LIBERO,-23.524088,-46.619145
"TAMANDARE, ALM",-23.558594,-46.603067
MARCILIO DIAS,-23.548561,-46.597244
GUILHERME RUDGE,-23.537411,-46.589151
ALUISIO DE AZEVEDO,-23.571846,-46.575657
CORNELIO PIRES,-23.570186,-46.568298
"MARIO ALVES DE CARVALHO, DR.",-23.570098,-46.56405
"ELDY POLI BIFONE, PROFA.",-23.528392,-46.600868
OCTAVIO MANGABEIRA,-23.50343,-46.484716
AMADEU AMARAL,-23.519542,-46.493891
"OTHELO FRANCO, GEN.",-23.546951,-46.575472
JACKSON DE FIGUEIREDO,-23.540399,-46.567759
"JOAO PINHEIRO, PRES.",-23.535213,-46.532983
19 DE NOVEMBRO,-23.545233,-46.519113
FIRMINO TIBURCIO DA COSTA,-23.538113,-46.509914
"ABRAO DE MORAES, PROF.",-23.547382,-46.499875
HUMBERTO DE CAMPOS,-23.543603,-46.508219
JOSE BONIFACIO,-23.536486,-46.504376
"CAIRU, VISC. DE",-23.5352,-46.500764
ARTHUR ALVIM,-23.538608,-46.49347
"ANTONIO VIEIRA, PE.",-23.527015,-46.48616
"JENNY GOMES, DA.",-23.532868,-46.476908
"WANNY SALGADO ROCHA, PROFA",-23.517763,-46.47737
"HENRIQUE PEGADO, PROF.",-23.504795,-46.498904
"JUAREZ TAVORA, MAL.",-23.50902,-46.494353
"FRANCISCO DE MONT' ALVERNE, FREI",-23.513862,-46.507807
LUIS WASHINGTON VITA,-23.515472,-46.507395
GUILHERME DE ALMEIDA,-23.51123,-46.530579
CECILIA MEIRELES,-23.502895,-46.526845
EDGARD CAVALHEIRO,-23.507641,-46.541494
ARTHUR AZEVEDO,-23.539276,-46.580814
"HENRIQUE, INFANTE D.",-23.523605,-46.620607
"FABIO DA SILVA PRADO, DR.",-23.550568,-46.599666
"SILVIO FLEMING, MJ.",-23.573342,-46.577419
EMILIANO DI CAVALCANTI,-23.570124,-46.56825
LEONOR MENDES DE BARROS,-23.571268,-46.564172
"MAUA, BR. DE",-23.575923,-46.570104
"JOSE ALOYSIO RODRIGUES CORREA, PROF.",-23.576341,-46.570194
ISA SILVEIRA LEAL,-23.521613,-46.491949
CENTRO INT ED JOVENS E ADULTOS - ERMELINO MATARAZZO,-23.488915,-46.479289
GERACAO FUTURO E.E.I.,-23.527689,-46.517088
