nomesc,latitude,longitude
DAMARIS CASTILHO II,-23.554531,-46.488491
CASA DA CRIANCA FELIZ,-23.549754,-46.552948
FLOR DO ORIENTE,-23.516152,-46.457455
PLENO VIVER II,-23.540907,-46.427195
"SOELI CECILIA CONTE, PROFA",-23.523634,-46.451408
ESPACO DA COMUNIDADE III,-23.545551,-46.530968
TIO DIDI,-23.535362,-46.442402
ABC AURORA,-23.533548,-46.466848
UNIVERSO DA CRIANCA II,-23.526482,-46.453603
TATU BOLINHA,-23.540054,-46.429426
GALPAO ATRIA RENZO BALDINI,-23.527477,-46.433632
UNIAO,-23.529242,-46.434237
DOCE LAR DO IRMAO BENEDITO,-23.581142,-46.503213
CORDEIRINHOS DE CRISTO II,-23.577212,-46.513941
JOAO FERNANDES I,-23.568217,-46.491152
THEREZINHA HELENA,-23.560497,-46.473502
VOVO SEBASTIAO SIQUEIRA,-23.552949,-46.44823
CHAPEUZINHO AMARELO,-23.548112,-46.430255
PROFESSOR TEIXEIRA,-23.53992,-46.453516
JOAO FERNANDES II,-23.531411,-46.452917
JOAO FERNANDES XI,-23.563105,-46.456052
GALPAO ATRIA PARADA XV DE NOVEMBRO,-23.529971,-46.438436
SAO JOSE OPERARIO II,-23.532255,-46.456471
UNIVERSO DA CRIANCA III,-23.539712,-46.455852
JOAO FERNANDES XII,-23.561564,-46.457143
VALTER JACONI,-23.551616,-46.504467
TIA ADELIA NERI,-23.533432,-46.471871
RECANTO FELIZ,-23.547409,-46.454717
PINGUIM DE MOCHILA,-23.537118,-46.43613
ESTRELINHA FELIZ,-23.559064,-46.476794
VIGILANTES DO FUTURO,-23.559368,-46.475839
DONA BARATINHA,-23.542385,-46.4275
PEQUENO PRINCIPE,-23.562506,-46.491683
GALPAO ATRIA IMPERADOR,-23.51858,-46.469352
GIRASSOL,-23.574809,-46.507459
CASA DA CRIANCA FELIZ II,-23.539525,-46.458588
PROBEN CENTRO EDUCACIONAL,-23.555607,-46.566407
AQUARELA NUCLEO DE RECREACAO INFANTIL,-23.553926,-46.568572
SOL NASCENTE COLEGIO,-23.528791,-46.456632
PORTINHA ENCANTADA,-23.563492,-46.511698
SERELEPE,-23.53476,-46.459918
UNIVERSO MAGICO KIDS,-23.533972,-46.440386
ESPACO DO SABER,-23.543065,-46.451201
LUZ DO TERCEIRO MILENIO I,-23.575864,-46.436834
TURMINHA DO BARULHO,-23.57014,-46.527653
"JARDIM TEXTIL, E.I. ",-23.559377,-46.545968
SORRISOS DE CRIANCA,-23.552595,-46.503723
VO CATARINA,-23.52653,-46.459548
RECANTO DO COQUEIRO,-23.53243,-46.43923
BRILHO DO SOL,-23.535632,-46.45743
ESTACAO DO PENSAR,-23.565211,-46.555511
ALPHA,-23.533086,-46.455988
T.L. ALVES,-23.536136,-46.450096
"CANTINHO DOS ANJOS, EEI",-23.560603,-46.537423
SONIA MARIA DOS ANJOS MARTINELLI,-23.569777,-46.544074
COLMEIA MAGICA,-23.563373,-46.52047
GARRA FEMININA II,-23.553365,-46.457162
DAMARIS CASTILHO IV,-23.567796,-46.429259
"GUAIAUNA, COLEGIO",-23.566507,-46.542661
CARAMINHOLAS,-23.51464,-46.450914
"PRIMEIRAS LETRINHAS, E. E. I.",-23.565729,-46.511312
BALAO DE BOLINHAS,-23.559454,-46.476695
NOVA ALIANCA III,-23.529636,-46.473084
ABC AURORA II,-23.533603,-46.466973
PLENO VIVER IV,-23.534765,-46.46542
INFAN GARDENO E. I.,-23.54968,-46.553896
ALECRIM DOURADO,-23.572556,-46.542776
EDUCANDARIO CONSTRUINDO FUTURO,-23.55228,-46.497081
HAPPY NURSERY,-23.552281,-46.537355
LINA E O BALAO,-23.574975,-46.538222
SEMENTINHAS DE ESPERANCA,-23.537062,-46.448895
MONTE CARMELO II,-23.542578,-46.451965
EDUCANDARIO DOCERE,-23.528248,-46.471122
PROFESSOR SIDNEY,-23.548551,-46.443671
FRANCISCO YOSHIO,-23.532829,-46.446442
INFANCIA FELIZ,-23.572248,-46.476375
MULEQUE,-23.584906,-46.518525
CORDEIRINHOS DE CRISTO,-23.575427,-46.516456
CAMINHO CERTO,-23.528715,-46.4718
OLHAR PARA O FUTURO,-23.581224,-46.515963
GALPAO ATRIA,-23.52017,-46.444724
ESTRELA DOURADA,-23.529195,-46.465994
SEMEANDO ALEGRIA,-23.570938,-46.54664
MONTE CARMELO III,-23.553836,-46.468513
KALIXTO MENDES II,-23.568943,-46.48988
"OS PEQUENINOS, E.E.I.",-23.542431,-46.445655
JOAO FERNANDES X,-23.578542,-46.529267
"CHARANGUINHA, E.E.I.",-23.551607,-46.457345
INFANCIA FELIZ II,-23.572472,-46.476341
SANTA ZITA,-23.545738,-46.445474
PRIMEIROS PASSOS,-23.53938,-46.429126
BIELZINHO,-23.576852,-46.480853
GEOVANNA SOUZA,-23.549913,-46.505
GOTA DE ESPERANCA II,-23.550907,-46.504756
RECANTO JOANA,-23.515975,-46.459318
"CATA-VENTO, E.E.I.",-23.571019,-46.50281
"DOCE MEL, N.R.I.",-23.567947,-46.481674
"LAPIS MAGICO, N.E.I.",-23.541312,-46.450429
SANTA BARBARA II,-23.539945,-46.448952
MUNDO MAGICO,-23.563465,-46.498712
CANTINHO DA RENATA,-23.546972,-46.430487
NINHO DA CRIANCA,-23.568449,-46.479522
ALVORADA,-23.547108,-46.548631
JOAO FERNANDES VIII,-23.556275,-46.486834
PRO-EDUCAR,-23.557261,-46.506443
"GERACAO 2001, C.E.R.I.",-23.58395,-46.525607
"RECANTO DAS BEXIGAS, E.E.I.",-23.552828,-46.509343
"AQUARELA DA INFANCIA, E.E.I.",-23.547968,-46.54998
"ANJO AZUL, N.E.R.I.",-23.537523,-46.469922
"MAGIA DO SABER, E.E.I.",-23.566433,-46.513303
CANTINHO DA LAURINHA,-23.551299,-46.527819
ANJO DE LUZ,-23.525906,-46.455722
CARLOS EDUARDO BARRETO,-23.567661,-46.474016
"OS BRASILEIRINHOS, E.E.I.",-23.517471,-46.444143
VOVO LUIZA,-23.574293,-46.548763
VALE DOS SONHOS,-23.518199,-46.458094
LEAO DA TRIBO DE JUDA,-23.520256,-46.459256
VOVO PHILOMENA MENDES PRADO,-23.578026,-46.53465
VALENTES DE DEUS,-23.546287,-46.430443
FUTURO FELIZ,-23.568857,-46.4707
"RUTE DE MELLO, PROFA",-23.574275,-46.554083
FRANCISCO RODRIGUES,-23.565048,-46.542264
E.E.I. CAMPOS PIAGET,-23.566552,-46.457696
"PRIMEIROS PASSOS, E.E.I.",-23.552805,-46.543786
"RABONI,E.E.I.",-23.53145,-46.472798
"OVIDE DECROLY,E.E.I.",-23.561388,-46.474166
LUGAR DE ALEGRIA,-23.554927,-46.493017
ESPACO DA COMUNIDADE VI,-23.565722,-46.460562
AVENTUREIROS MIRINS,-23.567231,-46.461487
"BABY MAGIA,E.E.I.",-23.529535,-46.442419
"EXPRESSINHO MAGICO,E.I.",-23.574603,-46.495094
ANDRE LUIZ I G REGINALDO,-23.530583,-46.470944
NOVA ALIANCA,-23.571883,-46.451178
"ESPACO CRIATIVO BABY,E.E.I.",-23.529144,-46.453159
PITAGORAS,-23.535177,-46.471239
REI DAVI,-23.526843,-46.448052
INGRID VITORIA,-23.574947,-46.512069
OLHAR INOCENTE,-23.537831,-46.471572
"ARTE DO ENSINO, N.R.",-23.569955,-46.512771
JARDIM LIDERANCA,-23.52796,-46.449532
CANTINHO DO SABER,-23.564121,-46.468778
CAMPANELA,-23.539268,-46.460093
"MAGIA, FOLIA E CIA, E.E.I.",-23.569851,-46.522062
JEOVA RAFA,-23.528789,-46.460282
CIRANDA INFANTIL,-23.557676,-46.474963
JOAO FERNANDES VII,-23.555125,-46.45909
DALVA RANGEL,-23.576692,-46.536226
ERINICE SIQUEIRA TRUBER,-23.551296,-46.509624
JOANNA DE ANGELIS,-23.549786,-46.546032
MONTE CARMELO IV,-23.557117,-46.504682
CONCORDIA,-23.516388,-46.459694
LIRIOS DO VALE,-23.56331,-46.491214
"PEQUENOS PRODIGIOS, ESCOLA",-23.547498,-46.459617
ALEGRETTI,-23.580932,-46.505565
DESENHANDO O AMANHA,-23.562881,-46.475401
VOVO MARGARIDA,-23.57362,-46.538968
CONSTRUINDO O AMANHA,-23.546015,-46.533126
ASAS DE ALGODAO,-23.569233,-46.551819
IMPERIO DAS CRIANCAS,-23.517891,-46.467272
CONQUISTA,-23.530499,-46.457896
CARROSSEL,-23.515675,-46.458468
QUATRO PILARES DA EDUCACAO III,-23.539406,-46.452776
PRIMAVERA,-23.560807,-46.481153
GIRASSOL DE LUZ,-23.527665,-46.453666
SUKKOT,-23.530602,-46.436672
ESPACO BABY,-23.534146,-46.464229
"SOSSEGO DA MAMAE, BERCARIO",-23.574288,-46.515943
"MIYAGUI, COLEGIO",-23.545539,-46.537182
BALAO MAGICO,-23.568348,-46.470057
ARAUCARIAS,-23.556695,-46.434667
CABREUVAS,-23.537781,-46.439415
"ELIAS PEREIRA DE MELO, PE.",-23.5343,-46.47189
DOROTHY STANG,-23.555879,-46.475746
"CORYNTHO BALDOINO DA COSTA FILHO, VER",-23.568514,-46.515421
"GABRIEL NOGUEIRA DE QUADROS, VER.",-23.574981,-46.52678
JACARANDA,-23.544463,-46.436326
MARIA APARECIDA SIQUEIRA CAMPOS,-23.573591,-46.500001
"DANIELLE MONTEIRO, GCMF",-23.582274,-46.512746
JOAO BENTO DE CARVALHO,-23.563793,-46.49512
JARDIM SANTA MARIA,-23.555181,-46.511171
JARDIM SAO PEDRO,-23.549634,-46.426169
PARADA XV DE NOVEMBRO,-23.527356,-46.436137
PARQUE GUARANI,-23.519457,-46.462151
PARQUE SAVOY CITY,-23.56979,-46.4798
VILA CARMOSINA,-23.550283,-46.456111
VILA CHUCA,-23.561885,-46.453261
VILA RAMOS,-23.518906,-46.466659
VILA SANTA TERESINHA,-23.537471,-46.431515
GOITI,-23.538684,-46.467993
"CELSO DANIEL, PROF.",-23.555472,-46.475988
JOAQUIM ALENCAR SEIXAS,-23.564649,-46.483845
JARDIM ELIANE,-23.558252,-46.5024
SANTA TEREZA,-23.556003,-46.49283
NOGUEIRA SUDESTE,-23.548681,-46.434328
JOSE BONIFACIO (BOM PASTOR II),-23.541259,-46.433483
MARIA LUIZA AMERICANO,-23.560881,-46.471822
GLEBA DO PESSEGO,-23.583461,-46.449491
NOSSA SENHORA SAGRADO CORACAO,-23.569184,-46.549452
CASA DO CRISTO III,-23.552106,-46.466251
DIRCE MIGLIACCIO,-23.570402,-46.503103
NERIVALDO LEAL,-23.569061,-46.473239
SAO JOSE OPERARIO,-23.545494,-46.440656
AZUL DA COR DO MAR,-23.522013,-46.456953
A E DE CARVALHO,-23.527457,-46.45928
CASA DO CRISTO II,-23.547806,-46.473003
AGUIA DE HAIA,-23.522269,-46.472139
"ADELAIDE TERESA LOPES CIMONARI, PROFA",-23.580395,-46.523975
ESPACO DA COMUNIDADE IV,-23.52147,-46.447129
JOAO FERNANDES III,-23.521017,-46.468747
JOAO FERNANDES IV,-23.58145,-46.417293
CONJUNTO JOSE BONIFACIO,-23.546703,-46.43767
JARDIM IPANEMA I,-23.561066,-46.507391
CIDADE A. E. CARVALHO II,-23.530397,-46.46498
FRANCISCO PEREIRA SOBRINHO,-23.554266,-46.431702
PICOLO,-23.567558,-46.545625
ITAQUERA I,-23.539269,-46.461079
CIDADE LIDER,-23.564801,-46.479973
ARICANDUVA,-23.584426,-46.488879
CARRAO II,-23.53698,-46.555972
"ORLANDO IAZZETTI, DEP",-23.582479,-46.531622
JARDIM SANTO EDUARDO,-23.578181,-46.522201
ANA MARIA NACINOVIC CORREA,-23.586449,-46.505725
TAMOIO,-23.552743,-46.429941
CONJUNTO HABITACIONAL ITAQUERA IV,-23.554233,-46.430177
JARDIM SANTA TEREZINHA,-23.573253,-46.500391
CLUBE DE MAES RAIOS DE LUAR UNID III IQ,-23.544451,-46.448382
ASS TRES IRMAOS UNID II IQ,-23.573025,-46.506389
CETEAC CENT EST TRAB EDUC ART CULT UNID II IQ,-23.51796,-46.450235
CETEAC - CENT EST TRAB EDUC ART CULT - UN XI,-23.51746,-46.448741
CETEAC - CENT EST TRAB EDUC ART CULT UNID XII IQ,-23.521359,-46.466516
CETEAC - CENT EST TRAB EDUC ART CULT - UNID XIII IQ,-23.519315,-46.445716
COMUNIDADE CRISTA DO AVIVAMENTO PLENO,-23.573113,-46.518031
OBRA SOCIAL DA PAROQUIA CRISTO RESSUSCITADO,-23.527978,-46.465081
ASS SANTA ZITA,-23.538958,-46.440057
CLUBE DE MAES RAIOS DE LUAR,-23.526085,-46.461947
CENTRO DE EDUCACAO SOCIAL FORCA DA MULHER,-23.525707,-46.461354
OBRA SOCIAL DA PAROQUIA CRISTO RESSUSCITADO,-23.536282,-46.466836
ASSOCIACAO CULTURAL NOSSA SENHORA DAS GRACAS,-23.565886,-46.423665
ASSOCIACAO CULTURAL NOSSA SENHORA DAS GRACAS,-23.567982,-46.453532
COMUNIDADE CRISTA AVIVAMENTO PLENO II,-23.557338,-46.498642
INSTITUTO DE EDUCACAO E CULTURA ALUTHA,-23.547567,-46.439051
ASSOCIACAO DA UNIAO DAS MULHERES DALVA PAIXAO,-23.524971,-46.472218
CLUBE DE MAES RAIOS DE LUAR,-23.554646,-46.434506
CENTRO DE EDUCACAO SOCIAL FORCA DA MULHER,-23.525531,-46.461495
"MARIA YOLANDA DE SOUZA PINTO HAHNE, DA.",-23.506186,-46.585236
"WALFRIDO DE CARVALHO, CEL.",-23.43736,-46.585072
"HELIO FRANCO CHAVES, CEL.",-23.428244,-46.582907
"LUCIE BRAY, ME",-23.475348,-46.581312
DINA KUTNER DE SOUZA - DINA SFAT,-23.449273,-46.609579
SAVA POPOVIC,-23.476071,-46.64572
"JANIO QUADROS, PRES.",-23.448208,-46.596686
MARINA NOGUEIRA DE SOUZA MARTINS,-23.471978,-46.635025
"CELSO DE SOUSA OLIVEIRA, PROF.",-23.450156,-46.576547
"ANTONIO SAMPAIO, VER.",-23.514191,-46.626685
JOSE JOAQUIM DA SILVA,-23.510594,-46.57564
"VERA ARNONI SCALQUETTI, PROFA.",-23.472764,-46.586581
"CELIA REGINA LEKEVICIUS CONSOLIN, PROFA.",-23.517426,-46.556937
"CLEIDE MOREIRA DOS SANTOS, PROFA.",-23.455094,-46.644401
MARGARETH DE FATIMA MARQUES DE AZEVEDO,-23.438279,-46.57719
JACANA,-23.457211,-46.583846
JACANA,-23.457201,-46.583835
"EDALZIR SAMPAIO LIPORONI, PROFA.",-23.519053,-46.575507
JARDIM FONTALIS,-23.431835,-46.574576
"PEDRO ALVARES CABRAL MORAES, PROF.",-23.52127,-46.607577
"PAULO CARNEIRO THOMAZ ALVES, GEN.",-23.519504,-46.575373
"NILCE CRUZ FIGUEIREDO, PROFA.",-23.472888,-46.644878
"FERNANDO CAMARGO SOARES, PROF.",-23.517806,-46.559001
TREMEMBE,-23.450156,-46.596634
NOVO MUNDO,-23.518341,-46.575647
JOSE BONIFACIO DE ANDRADA E SILVA,-23.502966,-46.631577
"JOSE AUGUSTO CESAR, DR.",-23.493052,-46.630013
"GINA DE MARTINO, DRA.",-23.478197,-46.626536
"ENIO CORREA, PROF.",-23.477152,-46.646685
"EUDOXIA DE BARROS, PROFA.",-23.454972,-46.599221
ARTHUR ETZEL,-23.490235,-46.617591
"ANCHIETA, PE.",-23.507442,-46.600064
"LOURENCO FILHO, PROF.",-23.519243,-46.587115
ANA NERI,-23.521742,-46.566306
"YUKIO OZAKI, PROF.",-23.499747,-46.575053
CARLOS GOMES,-23.500476,-46.583089
EDUARDO CARLOS PEREIRA,-23.500611,-46.591369
MARIA ISABEL PACHECO DE ALMEIDA RIBEIRO,-23.492475,-46.572753
CIDADE FERNAO DIAS,-23.489806,-46.569004
"EDU CHAVES, AVIADOR",-23.480474,-46.566729
"OTTILIA DE JESUS PIRES, PROFA.",-23.464711,-46.584024
"TAUFIK DAUD KURBAN, PROF.",-23.465449,-46.597537
"ITALO BETTARELLO, PROF.",-23.479719,-46.58456
"LAURA FUNFAS LE SUEUR, PROFA.",-23.490587,-46.596228
FLAVIO IMPERIO,-23.459515,-46.574276
RAUL DE LEONI,-23.457708,-46.643396
"DERVILLE ALLEGRETTI, PROF.",-23.513611,-46.626707
"ADOLPHO OTTO DE LAET, PROF.",-23.481582,-46.626592
MARCOS MELEGA,-23.476427,-46.64674
"GASTAO MOUTINHO, CTE.",-23.468686,-46.6394
"NOE AZEVEDO, PROF",-23.457964,-46.62493
JOAO RAMOS - PERNAMBUCO - ABOLICIONISTA,-23.454721,-46.610927
"ESMERALDA SALLES PEREIRA RAMOS, PROFA.",-23.457649,-46.604469
MARTIN FRANCISCO RIBEIRO DE ANDRADA,-23.468476,-46.602705
"RONDON, MAL.",-23.447844,-46.595121
"MAXIMO DE MOURA SANTOS, PROF.",-23.489517,-46.61371
OLIVA IRENE BAYERLEIN SILVA,-23.51184,-46.608966
RUY BARBOSA,-23.500161,-46.60054
"HELENA LOMBARDI BRAGA, PROFA.",-23.502731,-46.598004
"ARY GOMES, CEL.",-23.526136,-46.582024
"ROMAO GOMES, CEL.",-23.521168,-46.565964
JOAO DOMINGUES SAMPAIO,-23.506258,-46.584532
"PEDRO I, D.",-23.500476,-46.583089
"TAMANDARE, ALM.",-23.500611,-46.591369
ENEAS CARVALHO DE AGUIAR,-23.492479,-46.573586
ALBERTO SANTOS DUMONT,-23.486481,-46.571407
"JULIO MARCONDES SALGADO, GEN.",-23.47827,-46.567879
"ANTONIO SANT ANA GALVAO, FREI",-23.464322,-46.569547
OCTAVIO PEREIRA LOPES,-23.461404,-46.584695
EDSON RODRIGUES,-23.473217,-46.587131
LOURENCO FILHO,-23.475511,-46.581933
"MARIA HELENA FARIA LIMA, PROFA.",-23.480763,-46.581881
"FRANKLIN AUGUSTO DE MOURA CAMPOS, PROF",-23.484879,-46.592178
RODRIGUES ALVES,-23.489434,-46.599947
"SHIRLEY GUIO, PROFA.",-23.495171,-46.596514
9 DE JULHO,-23.467689,-46.611133
LUIS GAMA,-23.487271,-46.571259
"JONISE MAXIMO DA FONSECA, PROFA.",-23.467429,-46.566123
HIPOLITO JOSE DA COSTA,-23.438007,-46.57732
CENTRO INT ED JOVENS E ADULTOS - VILA MARIA/VILA GUILHERME,-23.492349,-46.573304
CENTRO INT ED JOVENS E ADULTOS - SANTANA/TUCURUVI,-23.468533,-46.639267
MIOSOTIS E.E.I.,-23.454941,-46.61732
FLORESTA ENCANTADA E.E.I,-23.499832,-46.639726
SANJEAN E.E.I.,-23.479083,-46.600214
ESTIMOARTE JARDIM ESCOLA,-23.494167,-46.597855
REGINA CELI INST. DE EDUC.,-23.477923,-46.605955
HELENA DE CASTRO INST. DE EDUC. INF.,-23.493112,-46.627175
SANTA MARIA  INST. DE EDUC. INF.,-23.482617,-46.615621
TEMPO DE BRINCAR E.E.I.,-23.503126,-46.584093
CANTINHO FELIZ,-23.491242,-46.591158
CASA BATISTA DA AMIZADE,-23.481123,-46.574545
CENT COMUN JOAO PAULO I - NC CON ANTONIO TOZELLI,-23.480461,-46.566773
"LUIZ BIASI, CON",-23.49854,-46.606204
"NATIVIDADE, IRMA",-23.506865,-46.576214
"REGINA ANGELORUM, LAR INF",-23.515235,-46.605939
LEAO XIII,-23.503136,-46.586124
MARIA DA GLORIA BAUMGART,-23.51555,-46.610351
SAGRADA FAMILIA,-23.481034,-46.577997
SAO FRANCISCO XAVIER,-23.502373,-46.574557
SIGNE CARLSON,-23.455201,-46.584434
SANTA TEREZINHA,-23.471194,-46.586759
AMAS TUCURUVI,-23.457289,-46.590896
AMAS AGUA FRIA,-23.486075,-46.622927
"LAUZANE PAULISTA, CENTRO SOCIAL",-23.485586,-46.642107
"GUANELLA, DOM",-23.464939,-46.634731
JOAO PAULO II,-23.471333,-46.645195
LAR BIBI MONTEIRO,-23.453221,-46.615065
LAR PARAISO DAS CRIANCAS,-23.449896,-46.583364
AUGUSTA CORDEIRO DA ROCHA,-23.488699,-46.605613
NOSSA SENHORA DA SALETTE,-23.486114,-46.623835
RAIO DE SOL - AMELIA DINIZ ANTAS,-23.450717,-46.589049
SANTA HELENA,-23.481901,-46.645138
"LAPIS MAGICO, E. E. I.",-23.510017,-46.591681
ASBEN II,-23.475481,-46.632492
ESPACO CRIANCA ELIAS ANTONIO ZOGBI,-23.503036,-46.630465
"ESTRELA GUIA, C.E.I.",-23.479959,-46.643553
COLEGIO EDUCANORTE,-23.482596,-46.624725
NOSSO MUNDO E.E.I.,-23.510969,-46.59044
ASBEN III,-23.470779,-46.642059
VILLA DEI BAMBINI,-23.489766,-46.617013
EDUCADOR PAULO FREIRE,-23.479567,-46.582099
VO XINHA,-23.455491,-46.582966
ESCOLA TARSILA DO AMARAL,-23.637688,-46.660377
CENTRO EDUCACIONAL FAGOTTI,-23.490504,-46.514098
DOCE INFANCIA III,-23.470735,-46.581781
ABC,-23.504933,-46.574647
ARCO-IRIS,-23.485478,-46.646085
CASTELO DO SABER. E.E.I.,-23.453608,-46.598828
"DOCES CRIANCAS, CENTRO DE CONVIVENCIA INFANTIL",-23.464774,-46.576389
"RHEMA, I. E.",-23.489636,-46.61889
"CARMELA ARNONI, E. E. I.",-23.463448,-46.61896
LAR BATISTA DE CRIANCAS,-23.490071,-46.577548
SAVIC,-23.478699,-46.582473
EDITE FERNANDES,-23.479215,-46.582173
RAIO DE SOL III,-23.46688,-46.602135
GIGI TOMAZELLI WIAZOWSKI,-23.476945,-46.603787
LAR ANJO GABRIEL,-23.495719,-46.630138
URSINHO DE PRATA,-23.496964,-46.642486
KIDSHEAVEN,-23.479809,-46.632924
"ADRIANA SODRE, PROFESSORA",-23.489071,-46.569176
EDUCARTE I,-23.445655,-46.58981
CAMINHANDO PARA O FUTURO,-23.470037,-46.595471
MUNDO DOCE,-23.503986,-46.608168
CARLOS EDUARDO TUCO,-23.473776,-46.639738
FAMILIA NOVA ALIANCA,-23.458725,-46.604933
PEDRO APOSTOLO,-23.458564,-46.625303
RAIO DE SOL II - MESTRE PAULO FREIRE,-23.447238,-46.589378
"ALEGRIA DA VILA, E.E.I.",-23.467666,-46.595524
"GENIUS, I.E.",-23.459389,-46.622021
DOCE INFANCIA,-23.477595,-46.584049
AIDA CONCEICAO PITTOL DA SILVA,-23.446091,-46.594107
FAMILIA NOVA ALIANCA II,-23.476833,-46.594498
VICTOR HUGO DEPPMAN,-23.482144,-46.58031
RUGRATS OS ANJINHOS V,-23.511715,-46.588727
CAMINHANDO PARA O FUTURO II,-23.452416,-46.585453
ESTRELA GUIA,-23.485451,-46.583867
LUZ DO SABER,-23.448871,-46.589539
FAMILIA NOVA ALIANCA III,-23.426493,-46.584223
"NOVA ALIANCA, E.I.",-23.460048,-46.573393
"MILENIO, E.E.I.",-23.50397,-46.596814
ASBEN JACANA,-23.460799,-46.579146
BIANCA BABY,-23.433963,-46.581728
"MUNDO ENCANTADO, I.E.I.",-23.472374,-46.640266
"VERUSCA BORGES, E.E.I.",-23.474765,-46.59664
RANCHINHO DA MONICA,-23.517494,-46.569457
CAMINHO CERTO II,-23.450841,-46.572349
JOAO DIAS,-23.459963,-46.574688
OSVALDO MOREIRA,-23.45974,-46.593709
"TEMPO DE SABER, C.E.I.",-23.468955,-46.630467
"MUNDO EM ACAO, COLEGIO",-23.476626,-46.57715
DOCE INFANCIA IV,-23.467762,-46.586843
ESTRELA DO AMANHA,-23.446819,-46.588708
"AQUARELA, ESCOLA",-23.503499,-46.597743
CENTRO EDUCACIONAL HABILIDADES,-23.506207,-46.601332
UNIEPRE,-23.472394,-46.614244
JOSEPHINA SANTOS MAIA,-23.520109,-46.599396
"PRO-BAMBINI,EXTERNATO",-23.506954,-46.594545
DOCE INFANCIA II,-23.472416,-46.585663
NUCLEO DO SABER,-23.502627,-46.580569
ASBEN SEKOIA,-23.43166,-46.594115
ESPERANCA PARA TODOS I,-23.453825,-46.591725
LAR BATISTA DE CRIANCAS - MANDAQUI,-23.472293,-46.631899
SEMENTINHA DO AMANHA,-23.495969,-46.570137
SEMENTINHA DA ESPERANCA,-23.484525,-46.58797
CAROLINA MARIA DE JESUS,-23.505336,-46.572851
O MUNDO DE SOFIA,-23.452419,-46.609525
PIMPOLHINHO,-23.447396,-46.593839
CAMINHO DO FUTURO,-23.470853,-46.580229
ACONCHEGO,-23.442304,-46.591275
FUTURO BRILHANTE II,-23.50419,-46.574905
FUTURO BRILHANTE III,-23.5175,-46.56917
FUTURO BRILHANTE,-23.520717,-46.578847
PEQUENOS PASSOS,-23.471009,-46.586409
ESPACO DO BEBE - JARDIM ENCANTADO,-23.455099,-46.598615
JARDIM DOS PEQUENINOS,-23.424921,-46.591033
ARVORES DA VIDA,-23.454169,-46.591663
DANDARA,-23.485591,-46.570378
LIMA BARRETO,-23.458888,-46.604383
TREM DAS ONZE,-23.459369,-46.575491
JOAQUIM SOUZA,-23.444709,-46.589545
"APRENDIZ DO FUTURO, E.E.I.",-23.510799,-46.581492
CAMINHAR E PRECISO I,-23.504115,-46.568784
CAMINHAR E PRECISO II,-23.495952,-46.570143
SEMEANDO O BEM,-23.45903,-46.591243
TAPIRAI,-23.497704,-46.597052
FUTURO BRILHANTE IV,-23.438788,-46.580484
RAIO DE SOL V,-23.44502,-46.581208
EVA FURNARI,-23.478674,-46.637044
HORTO FLORESTAL,-23.466792,-46.640597
KA - TATAU R.I.,-23.475223,-46.602764
FUTURO BRILHANTE V,-23.435537,-46.567772
ANGELUS B.E.I.,-23.461533,-46.576815
CORUJINHA ENCANTADA,-23.457014,-46.596406
"COLEGIO ELUZAI, I.P.E.I.",-23.497316,-46.572952
CANTINHO DA JOANINHA SAPECA E.E.I.,-23.509131,-46.564671
PROJETO CRESCER,-23.482594,-46.573248
"E BOM SONHAR, E.I.",-23.487366,-46.612716
"CARROSSEL FELIZ, E.E.I.",-23.48083,-46.56231
JARDIM DO SABER,-23.475118,-46.606089
IGEVE CONCHILIA,-23.455098,-46.617438
IGEVE JARDINESIA,-23.483752,-46.635295
JARDIM ENCANTADO,-23.508184,-46.579828
ADELAIDE LOPES RODRIGUES,-23.505033,-46.624418
"ANITA CASTALDI ZAMPIROLLO, PROFA.",-23.502606,-46.63096
"CANTIDIO NOGUEIRA SAMPAIO, VER.",-23.437227,-46.584652
CIDADE NOVA DO PARQUE NOVO MUNDO,-23.520214,-46.575367
"ERMANO MARCHETTI, VER.",-23.453022,-46.592444
FERNAO DIAS,-23.486071,-46.56584
"FRANCISCO MARCONDES OLIVEIRA, VER.",-23.47946,-46.572684
JARDIM DAS PEDRAS,-23.419435,-46.590824
JARDIM JAPAO,-23.500363,-46.583719
"WILSON D ANGELO BRAS, PROF.",-23.483501,-46.649791
"JOAQUIM THOME FILHO, VER.",-23.455409,-46.644473
LAUZANE PAULISTA,-23.474434,-46.647072
MARIA AUXILIADORA DA SILVA,-23.459699,-46.584068
MARIA HENRIQUETA CATITE,-23.519534,-46.586697
MARIO DA COSTA BARBOSA,-23.512167,-46.566186
PARQUE CASA DE PEDRA,-23.448695,-46.596295
PARQUE NOVO MUNDO,-23.520641,-46.565682
"CRISTINA, ME.",-23.476334,-46.626626
VILA BASILEIA,-23.481167,-46.651731
VILA CONSTANCA,-23.475924,-46.583248
VILA GUSTAVO,-23.478349,-46.592046
"CELIA REGINA KUHL, PROFA",-23.453157,-46.61006
ELIZABETH DE SOUZA,-23.453022,-46.57167
JARDIM CABUCU,-23.465051,-46.567861
PARQUE EDU CHAVES,-23.480509,-46.566185
JARDIM TREMEMBE,-23.454914,-46.599285
"ANDRE NUNES JUNIOR, VER.",-23.496578,-46.599627
VILA MARIA,-23.522231,-46.579564
VILA MARIA ALTA,-23.505748,-46.588793
